wavelength,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36
560.169,,,,0.962784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560.21,,,,,,,,,,,,0.000587577,,,,,,,,,,,,,,,,,,,,,,,,
561.179,,,,0.905679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561.219,,,,,,,,,,,,0.000464533,,,,,,,,,,,,,,,,,,,,,,,,
562.169,,,,0.789595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562.21,,,,,,,,,,,,0.000360024,,,,,,,,,,,,,,,,,,,,,,,,
563.179,,,,0.613405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563.219,,,,,,,,,,,,0.000337509,,,,,,,,,,,,,,,,,,,,,,,,
564.169,,,,0.407221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564.21,,,,,,,,,,,,0.000252814,,,,,,,,,,,,,,,,,,,,,,,,
565.19,,,,0.204311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565.229,,,,,,,,,,,,0.00013101,,,,,,,,,,,,,,,,,,,,,,,,
566.169,,,,0.0817568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567.179,,,,0.0280225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567.219,,,,,,,,,,,,0.000229561,,,,,,,,,,,,,,,,,,,,,,,,
568.19,,,,0.00990879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569.19,,,,0.00405509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,7.29087e-05,2.81703e-05,0.00209956,,,,,0.000453382,2.68547e-05,0.000610857,0.000800978,0.000791123,4.51826e-06,7.76093e-06,1.49962e-06,3.26393e-06,4.65194e-05,2.5623e-05,5.33642e-05,,,,,,,,,,,,,,,,,
570.179,,,,0.00177973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570.2,7.31771e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571.19,,,,0.000796375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572.19,,,,0.000407501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.19,,,,0.000175489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.21,7.8989e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574.179,,,,0.000115072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575.19,,,,0.000122163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575.21,8.23559e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576.169,,,,6.87787e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577.179,,,,7.78213e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578.179,,,,8.08479e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578.2,7.84849e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579.19,,,,6.58054e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,3.48734e-05,0.00106929,,,,,0.000371349,1.6655e-05,0.000813985,0.00108695,0.000644297,5.39608e-06,1.70601e-06,1.85525e-06,1.70343e-06,2.29481e-05,1.02202e-05,4.5237e-05,,,,,,,,,,,,,,,,,
580.179,,,,5.46356e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580.2,8.58026e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581.169,,,,5.2859e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582.169,,,,3.85286e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583.169,,,,3.72214e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583.19,4.97788e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584.179,,,,6.07422e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585.2,4.01012e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588.2,6.36777e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,3.86967e-05,0.00076584,3.07485e-05,,,,0.00015448,1.23278e-05,0.000855205,0.000342902,0.000205371,1.30375e-05,2.59915e-05,0.000118104,1.37242e-05,3.02174e-05,2.05514e-05,7.60968e-05,,,,,,,,,,,,,,,,,
590.19,6.87106e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593.19,9.20109e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595.21,0.000111932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598.21,7.15352e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,7.11105e-05,0.000187496,1.95703e-05,,,,2.53879e-05,8.47401e-06,0.000249298,7.43807e-05,3.7285e-05,5.43904e-05,0.000186616,0.000433429,9.71532e-05,8.64418e-05,3.29473e-05,0.000122853,,,,,,,,,,,,,,,,,
600.21,6.02298e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605.2,0.000119795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608.2,0.000348286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,7.32704e-05,4.73735e-05,2.37639e-05,,,,1.92722e-05,5.84122e-06,4.20915e-05,4.4548e-05,1.88123e-05,0.00011938,0.000277324,0.000599286,7.85518e-05,5.40218e-05,0.00012702,0.000142052,,,,,,,,,,,,,,,,,
610.19,0.00119145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613.21,0.0055696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615.21,0.0259655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617.21,,,,,,,,,,,,,4.6168e-05,,,,,,,,,,,,,,,,,,,,,,,
618.19,0.146929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619.19,,,,,,,,,,,,,5.27517e-05,,,,,,,,,,,,,,,,,,,,,,,
620,,0.000150153,5.65643e-05,1.82318e-05,,,,2.82676e-05,7.45655e-06,0.000149763,9.54709e-06,2.00332e-05,,0.000537109,0.00194776,0.000122973,3.98884e-05,6.66067e-05,0.000140011,,,,,,,,,,,,,,,,,
620.21,0.367228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621.2,,,,,,,,,,,,,4.49711e-05,,,,,,,,,,,,,,,,,,,,,,,
623.19,0.68446,,,,,,,,,,,,7.52882e-05,,,,,,,,,,,,,,,,,,,,,,,
625.2,0.724822,,,,,,,,,,,,7.49586e-05,,,,,,,,,,,,,,,,,,,,,,,
627.21,,,,,,,,,,,,,0.000104318,,,,,,,,,,,,,,,,,,,,,,,
628.2,0.727771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629.2,,,,,,,,,,,,,6.92328e-05,,,,,,,,,,,,,,,,,,,,,,,
630,,0.000235526,6.10929e-05,2.55406e-05,,,,2.56442e-05,1.01847e-05,2.48978e-05,8.1968e-06,9.10976e-06,,0.000703897,0.00196638,0.000137561,2.01502e-05,0.000143044,0.000202883,,,,,,,,,,,,,,,,,
630.19,0.733656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631.21,,,,,,,,,,,,,6.58182e-05,,,,,,,,,,,,,,,,,,,,,,,
633.21,0.745276,,,,,,,,,,,,0.000100841,,,,,,,,,,,,,,,,,,,,,,,
635.2,0.753959,,,,,,,,,,,,0.000104205,,,,,,,,,,,,,,,,,,,,,,,
637.21,,,,,,,,,,,,,0.000103354,,,,,,,,,,,,,,,,,,,,,,,
638.19,0.768836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639.2,,,,,,,,,,,,,0.000154793,,,,,,,,,,,,,,,,,,,,,,,
640,,0.00037673,7.74616e-05,3.30624e-05,,,,5.21843e-05,1.68853e-05,6.80493e-06,7.63402e-06,3.14757e-06,,0.000958785,0.00239308,0.000140754,1.2825e-05,2.74665e-05,0.000110726,,,,,,,,,,,,,,,,,
640.19,0.774306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641.21,,,,,,,,,,,,,0.000162017,,,,,,,,,,,,,,,,,,,,,,,
643.2,0.790446,,,,,,,,,,,,0.000169826,,,,,,,,,,,,,,,,,,,,,,,
645.19,0.813292,,,,,,,,,,,,0.000166475,,,,,,,,,,,,,,,,,,,,,,,
647.19,,,,,,,,,,,,,0.000229573,,,,,,,,,,,,,,,,,,,,,,,
648.19,0.868503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649.19,,,,,,,,,,,,,0.000290304,,,,,,,,,,,,,,,,,,,,,,,
650,,0.000182532,7.67519e-05,3.36716e-05,,,,1.39113e-05,7.64061e-06,6.22189e-06,6.83398e-06,4.35922e-06,,0.000428901,0.00152298,4.17003e-05,5.30665e-05,2.5788e-05,6.57205e-05,,,,,,,,,,,,,,,,,
650.21,0.904408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651.19,,,,,,,,,,,,,0.000416434,,,,,,,,,,,,,,,,,,,,,,,
653.21,0.965654,,,,,,,,,,,,0.000667772,,,,,,,,,,,,,,,,,,,,,,,
655.19,0.990801,,,,,,,,,,,,0.00307108,,,,,,,,,,,,,,,,,,,,,,,
657.21,,,,,,,,,,,,,0.0355434,,,,,,,,,,,,,,,,,,,,,,,
658.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659.19,,,,,,,,,,,,,0.229718,,,,,,,,,,,,,,,,,,,,,,,
660,,0.00103705,0.000139575,6.21392e-05,,,,8.68017e-05,1.49095e-05,6.45575e-06,1.54744e-05,1.32974e-05,,0.00507117,0.00495385,0.000123478,6.64596e-05,4.1701e-05,0.000155889,,,,,,,,,,,,,,,,,
660.21,0.946519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661.19,,,,,,,,,,,,,0.599596,,,,,,,,,,,,,,,,,,,,,,,
663.19,0.816125,,,,,,,,,,,,0.9181,,,,,,,,,,,,,,,,,,,,,,,
663.219,,,,,,,,,,,,,,0.0013325,,,,,,,,,,,,,,,,,,,,,,
664.239,,,,,,,,,,,,,,0.00410076,,,,,,,,,,,,,,,,,,,,,,
665.19,0.730804,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
665.219,,,,,,,,,,,,,,0.00932115,,,,,,,,,,,,,,,,,,,,,,
666.229,,,,,,,,,,,,,,0.0206315,,,,,,,,,,,,,,,,,,,,,,
667.21,,,,,,,,,,,,,0.909819,,,,,,,,,,,,,,,,,,,,,,,
667.239,,,,,,,,,,,,,,0.0437816,,,,,,,,,,,,,,,,,,,,,,
668.2,0.546438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668.229,,,,,,,,,,,,,,0.090595,,,,,,,,,,,,,,,,,,,,,,
669.21,,,,,,,,,,,,,0.754917,,,,,,,,,,,,,,,,,,,,,,,
669.239,,,,,,,,,,,,,,0.179606,,,,,,,,,,,,,,,,,,,,,,
670,,0.00105425,0.000131291,6.13539e-05,,,,0.000114069,2.41758e-05,6.0737e-06,1.25572e-05,1.18971e-05,,,0.000302361,5.23312e-05,4.01264e-05,4.28783e-05,0.000109906,,,,,,,,,,,,,,,,,
670.2,0.383817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670.229,,,,,,,,,,,,,,0.313027,,,,,,,,,,,,,,,,,,,,,,
671.21,,,,,,,,,,,,,0.427553,,,,,,,,,,,,,,,,,,,,,,,
671.239,,,,,,,,,,,,,,0.476246,,,,,,,,,,,,,,,,,,,,,,
672.219,,,,,,,,,,,,,,0.638402,,,,,,,,,,,,,,,,,,,,,,
673.19,0.164949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673.2,,,,,,,,,,,,,0.165705,,,,,,,,,,,,,,,,,,,,,,,
673.229,,,,,,,,,,,,,,0.795755,,,,,,,,,,,,,,,,,,,,,,
674.219,,,,,,,,,,,,,,0.919454,,,,,,,,,,,,,,,,,,,,,,
675.21,0.0879277,,,,,,,,,,,,0.00471512,,,,,,,,,,,,,,,,,,,,,,,
675.239,,,,,,,,,,,,,,0.986185,,,,,,,,,,,,,,,,,,,,,,
676.219,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
677.19,,,,,,,,,,,,,0.000157019,,,,,,,,,,,,,,,,,,,,,,,
677.219,,,,,,,,,,,,,,0.994435,,,,,,,,,,,,,,,,,,,,,,
678.21,0.0310486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678.239,,,,,,,,,,,,,,0.978343,,,,,,,,,,,,,,,,,,,,,,
679.2,,,,,,,,,,,,,6.00927e-05,,,,,,,,,,,,,,,,,,,,,,,
679.229,,,,,,,,,,,,,,0.936855,,,,,,,,,,,,,,,,,,,,,,
680,,0.000808676,8.98821e-05,5.74085e-05,,,,0.000100315,1.81281e-05,3.10739e-06,1.04052e-05,5.14438e-06,,,0.000261292,1.24174e-05,1.71093e-05,3.47388e-05,0.000125404,,,,,,,,,,,,,,,,,
680.2,0.0157825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680.239,,,,,,,,,,,,,,0.845562,,,,,,,,,,,,,,,,,,,,,,
681.21,,,,,,,,,,,,,5.98258e-05,,,,,,,,,,,,,,,,,,,,,,,
681.239,,,,,,,,,,,,,,0.717473,,,,,,,,,,,,,,,,,,,,,,
682.239,,,,,,,,,,,,,,0.578804,,,,,,,,,,,,,,,,,,,,,,
683.21,0.00466254,,,,,,,,,,,,5.81299e-05,,,,,,,,,,,,,,,,,,,,,,,
683.239,,,,,,,,,,,,,,0.430299,,,,,,,,,,,,,,,,,,,,,,
684.229,,,,,,,,,,,,,,0.261534,,,,,,,,,,,,,,,,,,,,,,
685.2,0.00226284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685.229,,,,,,,,,,,,,,0.1125,,,,,,,,,,,,,,,,,,,,,,
686.219,,,,,,,,,,,,,,0.0421549,,,,,,,,,,,,,,,,,,,,,,
687.21,,,,,,,,,,,,,4.16869e-05,,,,,,,,,,,,,,,,,,,,,,,
687.239,,,,,,,,,,,,,,0.0168964,,,,,,,,,,,,,,,,,,,,,,
688.19,0.00084344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688.219,,,,,,,,,,,,,,0.00817022,,,,,,,,,,,,,,,,,,,,,,
689.2,,,,,,,,,,,,,4.46432e-05,,,,,,,,,,,,,,,,,,,,,,,
689.229,,,,,,,,,,,,,,0.00411615,,,,,,,,,,,,,,,,,,,,,,
690,,0.000120428,6.80811e-05,2.48613e-05,,,,7.41163e-05,5.67418e-06,2.32666e-06,5.79596e-06,1.61149e-06,,,0.000335598,9.31588e-06,2.08345e-05,0.000119187,0.000183974,,,,,,,,,,,,,,,,,
690.21,0.000467935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690.25,,,,,,,,,,,,,,0.00207049,,,,,,,,,,,,,,,,,,,,,,
691.239,,,,,,,,,,,,,,0.0011106,,,,,,,,,,,,,,,,,,,,,,
692.239,,,,,,,,,,,,,,0.000498728,,,,,,,,,,,,,,,,,,,,,,
693.19,0.000182585,,,,,,,,,,,,4.93176e-05,,,,,,,,,,,,,,,,,,,,,,,
695.2,0.000107413,,,,,,,,,,,,4.63988e-05,,,,,,,,,,,,,,,,,,,,,,,
697.21,,,,,,,,,,,,,4.15514e-05,,,,,,,,,,,,,,,,,,,,,,,
698.21,7.63989e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699.2,,,,,,,,,,,,,3.95591e-05,,,,,,,,,,,,,,,,,,,,,,,
700,,0.000412739,3.14143e-05,2.1396e-05,,,,5.80397e-05,3.77534e-06,4.09432e-06,5.74101e-06,2.54259e-06,,0.000721096,0.000408577,1.1243e-05,2.9094e-05,0.000362213,0.000377622,,,,,,,,,,,,,,,,,
700.19,8.303e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701.2,,,,,,,,,,,,,4.55797e-05,,,,,,,,,,,,,,,,,,,,,,,
703.21,0.000114591,,,,,,,,,,,,4.67097e-05,,,,,,,,,,,,,,,,,,,,,,,
705.2,0.000106094,,,,,,,,,,,,4.26263e-05,,,,,,,,,,,,,,,,,,,,,,,
707.19,,,,,,,,,,,,,4.08986e-05,,,,,,,,,,,,,,,,,,,,,,,
709.2,,,,,,,,,,,,,3.73068e-05,,,,,,,,,,,,,,,,,,,,,,,
710,,9.05221e-05,2.3958e-05,1.96844e-05,,,,3.8946e-05,8.32951e-06,2.95469e-06,7.34271e-06,3.80903e-06,,0.000112995,0.000524848,1.4133e-05,5.7924e-05,0.00025814,0.000232028,,,,,,,,,,,,,,,,,
710.2,7.74469e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711.21,,,,,,,,,,,,,5.16445e-05,,,,,,,,,,,,,,,,,,,,,,,
713.2,0.000100684,,,,,,,,,,,,4.60503e-05,,,,,,,,,,,,,,,,,,,,,,,
715.2,0.000109653,,,,,,,,,,,,5.89013e-05,,,,,,,,,,,,,,,,,,,,,,,
718.19,0.000120549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719.19,,,,,,,,,,,,,4.77628e-05,,,,,,,,,,,,,,,,,,,,,,,
720,,0.000106752,3.74556e-05,2.22893e-05,,,,5.27807e-05,7.26908e-06,3.95956e-06,8.10043e-06,1.89505e-06,,0.000105469,0.000784429,1.04254e-05,4.17269e-05,4.99425e-05,9.28253e-05,,,,,,,,,,,,,,,,,
720.19,0.000127597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721.21,,,,,,,,,,,,,5.57721e-05,,,,,,,,,,,,,,,,,,,,,,,
730,2.1384e-05,4.22956e-05,2.94454e-05,2.58077e-05,,,,1.90018e-05,8.23697e-06,1.36918e-06,3.60833e-06,2.33586e-06,2.8766e-05,4.05822e-05,0.000615744,1.27336e-05,1.01171e-05,1.79046e-05,9.34926e-05,,,,,,,,,,,,,,,,,
733.289,,,,,,,,,,,,,,,0.00263646,,,,,,,,,,,,,,,,,,,,,
734.299,,,,,,,,,,,,,,,0.00436661,,,,,,,,,,,,,,,,,,,,,
735.289,,,,,,,,,,,,,,,0.00750206,,,,,,,,,,,,,,,,,,,,,
736.309,,,,,,,,,,,,,,,0.0147673,,,,,,,,,,,,,,,,,,,,,
737.299,,,,,,,,,,,,,,,0.0319952,,,,,,,,,,,,,,,,,,,,,
738.309,,,,,,,,,,,,,,,0.0731371,,,,,,,,,,,,,,,,,,,,,
739.289,,,,,,,,,,,,,,,0.149887,,,,,,,,,,,,,,,,,,,,,
740,2.87924e-05,8.4733e-05,4.62271e-05,2.97051e-05,,,,2.36554e-05,1.20003e-05,2.73576e-06,1.28631e-05,2.88865e-06,0.000138141,0.000374666,,0.000154054,6.27385e-05,8.08911e-05,0.000102392,,,,,,,,,,,,,,,,,
740.309,,,,,,,,,,,,,,,0.27305,,,,,,,,,,,,,,,,,,,,,
741.309,,,,,,,,,,,,,,,0.425666,,,,,,,,,,,,,,,,,,,,,
742.289,,,,,,,,,,,,,,,0.590853,,,,,,,,,,,,,,,,,,,,,
743.289,,,,,,,,,,,,,,,0.756157,,,,,,,,,,,,,,,,,,,,,
744.309,,,,,,,,,,,,,,,0.893901,,,,,,,,,,,,,,,,,,,,,
745.299,,,,,,,,,,,,,,,0.968958,,,,,,,,,,,,,,,,,,,,,
746.289,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
747.299,,,,,,,,,,,,,,,0.999002,,,,,,,,,,,,,,,,,,,,,
748.289,,,,,,,,,,,,,,,0.948556,,,,,,,,,,,,,,,,,,,,,
749.289,,,,,,,,,,,,,,,0.850051,,,,,,,,,,,,,,,,,,,,,
750,2.2613e-05,6.56964e-05,4.69122e-05,2.78794e-05,,,,3.61208e-05,2.0834e-05,3.43042e-06,1.45779e-05,1.41678e-06,0.000156169,0.000532363,,0.000452058,0.00012862,5.57763e-05,8.2427e-05,,,,,,,,,,,,,,,,,
750.299,,,,,,,,,,,,,,,0.724795,,,,,,,,,,,,,,,,,,,,,
751.289,,,,,,,,,,,,,,,0.579505,,,,,,,,,,,,,,,,,,,,,
752.299,,,,,,,,,,,,,,,0.394172,,,,,,,,,,,,,,,,,,,,,
753.28,,,,,,,,,,,,,,,0.212883,,,,,,,,,,,,,,,,,,,,,
754.309,,,,,,,,,,,,,,,0.092485,,,,,,,,,,,,,,,,,,,,,
755.299,,,,,,,,,,,,,,,0.0417258,,,,,,,,,,,,,,,,,,,,,
756.309,,,,,,,,,,,,,,,0.0188261,,,,,,,,,,,,,,,,,,,,,
757.289,,,,,,,,,,,,,,,0.00845815,,,,,,,,,,,,,,,,,,,,,
758.289,,,,,,,,,,,,,,,0.00379639,,,,,,,,,,,,,,,,,,,,,
759.289,,,,,,,,,,,,,,,0.00170488,,,,,,,,,,,,,,,,,,,,,
760,3.88982e-05,0.000215214,3.04915e-05,2.60437e-05,,,,4.92774e-05,1.00825e-05,1.05146e-05,1.25382e-05,3.8505e-06,0.000185282,0.000527135,,0.000321376,0.000281897,3.41296e-05,0.000101442,,,,,,,,,,,,,,,,,
760.289,,,,,,,,,,,,,,,0.000776378,,,,,,,,,,,,,,,,,,,,,
761.299,,,,,,,,,,,,,,,0.000335113,,,,,,,,,,,,,,,,,,,,,
762.28,,,,,,,,,,,,,,,0.000145035,,,,,,,,,,,,,,,,,,,,,
770,3.21664e-05,0.000440674,8.98507e-05,4.31151e-05,,,,2.95309e-05,1.39231e-05,7.0462e-06,1.90334e-05,6.86956e-06,0.000344619,0.000537842,0.000175852,0.000195408,0.000626594,3.12147e-05,9.6133e-05,,,,,,,,,,,,,,,,,
780,3.94173e-05,0.000825851,6.85289e-05,3.33175e-05,,,,1.82773e-05,1.85868e-05,5.61079e-06,1.90795e-05,3.64577e-06,0.000710474,0.000508853,7.5253e-05,0.000166237,0.00218818,4.31124e-05,0.000120111,,,,,,,,,,,,,,,,,
790,4.93827e-05,0.0010283,0.000109446,5.40552e-05,,,,2.63868e-05,1.59981e-05,1.21177e-05,1.9971e-05,5.31586e-06,0.000564728,0.000707279,7.88747e-05,0.000152778,0.000190119,0.000109264,0.00013732,,,,,,,,,,,,,,,,,
800,5.68072e-05,0.00179476,6.62309e-05,4.5567e-05,,,,2.7756e-05,1.71758e-05,1.14484e-05,1.54153e-05,5.64749e-06,0.00103737,0.000922151,7.42011e-05,0.000150773,0.000122838,0.000166402,0.000107925,,,,,,,,,,,,,,,,,
803.369,,0.000746964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805.39,,0.00113458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808.369,,0.00165372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,6.69292e-05,,5.94091e-05,6.62488e-05,,,,2.56512e-05,2.26747e-05,7.96911e-06,2.7087e-05,1.07433e-05,0.000635217,0.000880489,8.85944e-05,0.000175821,0.000362592,0.00114376,0.000300633,,,,,,,,,,,,,,,,,
810.39,,0.00193717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813.39,,0.00283349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815.39,,0.00395436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818.39,,0.00707876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,0.000118165,,9.47605e-05,7.16098e-05,,,,4.70949e-05,4.02761e-05,1.41157e-05,2.93524e-05,1.34136e-05,0.000606898,0.000869612,0.000107263,0.000223303,0.000415579,0.00359902,0.000276261,,,,,,,,,,,,,,,,,
820.39,,0.0125305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823.39,,0.0291913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825.39,,0.0553052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828.38,,0.113904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,6.45328e-05,,0.000119635,7.68577e-05,,,,7.70314e-05,2.86142e-05,1.22901e-05,2.93413e-05,1.24661e-05,0.000850426,0.00105499,0.00014657,0.000290183,0.000480299,0.000113875,0.000124103,,,,,,,,,,,,,,,,,
830.38,,0.164168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833.369,,0.247134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835.369,,0.329724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838.38,,0.517874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,0.000151329,,0.000137343,0.000125787,,,,6.45791e-05,1.37038e-05,1.05907e-05,2.91247e-05,7.20409e-06,0.00197585,0.0014393,0.000182415,0.00064048,0.000704418,0.000113855,0.000243604,,,,,,,,,,,,,,,,,
840.38,,0.686537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843.39,,0.899397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845.39,,0.950015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847.32,,,,,,,,,,,,,,,,0.00108751,,,,,,,,,,,,,,,,,,,,
848.309,,,,,,,,,,,,,,,,0.00191672,,,,,,,,,,,,,,,,,,,,
848.38,,0.961036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849.299,,,,,,,,,,,,,,,,0.00337639,,,,,,,,,,,,,,,,,,,,
850,0.000230796,,0.000157302,0.000201425,,,,0.000103495,2.58372e-05,1.44213e-05,3.74611e-05,1.45594e-05,0.00173451,0.002407,0.00037556,,0.000993038,8.3523e-05,0.000126424,,,,,,,,,,,,,,,,,
850.309,,,,,,,,,,,,,,,,0.00643322,,,,,,,,,,,,,,,,,,,,
850.38,,0.951878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851.299,,,,,,,,,,,,,,,,0.0118963,,,,,,,,,,,,,,,,,,,,
852.32,,,,,,,,,,,,,,,,0.0234688,,,,,,,,,,,,,,,,,,,,
853.299,,,,,,,,,,,,,,,,0.0439229,,,,,,,,,,,,,,,,,,,,
853.369,,0.941617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854.299,,,,,,,,,,,,,,,,0.0800571,,,,,,,,,,,,,,,,,,,,
855.32,,,,,,,,,,,,,,,,0.137202,,,,,,,,,,,,,,,,,,,,
855.39,,0.947638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856.309,,,,,,,,,,,,,,,,0.216302,,,,,,,,,,,,,,,,,,,,
857.32,,,,,,,,,,,,,,,,0.320583,,,,,,,,,,,,,,,,,,,,
858.299,,,,,,,,,,,,,,,,0.440943,,,,,,,,,,,,,,,,,,,,
858.369,,0.972597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859.309,,,,,,,,,,,,,,,,0.57562,,,,,,,,,,,,,,,,,,,,
860,0.000197672,,0.000228641,0.000201415,,,,0.000146338,3.63063e-05,1.86766e-05,2.56319e-05,9.92958e-06,0.00302237,0.00269147,0.00102471,,0.00209355,5.31055e-05,0.000590041,,,,,,,,,,,,,,,,,
860.299,,,,,,,,,,,,,,,,0.705557,,,,,,,,,,,,,,,,,,,,
