wavelength,S1,S2,S3,S4,S5,S6,S7,S8,S9,F1,F2
517.94,0.003160401058,,,,,,,,,,
517.96,0.003134948081,,,,,,,,,,
517.98,0.003085717262,,,,,,,,,,
518,0.003014976906,,,,,,,,,,
518.02,0.002925326009,,,,,,,,,,
518.04,0.002819514136,,,,,,,,,,
518.06,0.002700210327,,,,,,,,,,
518.08,0.002569854842,,,,,,,,,,
518.1,0.002430510132,,,,,,,,,,
518.12,0.002283881211,,,,,,,,,,
518.14,0.002131282639,,,,,,,,,,
518.16,0.00197373236,,,,,,,,,,
518.18,0.001812064505,,,,,,,,,,
518.2,0.00164711322,,,,,,,,,,
518.22,0.00147991004,,,,,,,,,,
518.24,0.001311814167,,,,,,,,,,
518.26,0.001144632826,,,,,,,,,,
518.28,0.0009806547208,,,,,,,,,,
518.3,0.000822704826,,,,,,,,,,
518.32,0.0006739908413,,,,,,,,,,
518.34,0.0005379477573,,,,,,,,,,
518.36,0.0004179878386,,,,,,,,,,
518.38,0.000317292192,,,,,,,,,,
518.4,0.0002385202649,,,,,,,,,,
518.42,0.0001835609485,,,,,,,,,,
518.44,0.0001533382457,,,,,,,,,,
518.46,0.000147705168,,,,,,,,,,
518.48,0.0001654387693,,,,,,,,,,
518.5,0.0002042701633,,,,,,,,,,
518.52,0.000261049449,,,,,,,,,,
518.54,0.0003319551095,,,,,,,,,,
518.56,0.0004128246811,,,,,,,,,,
518.58,0.0004994013634,,,,,,,,,,
518.6,0.0005876517574,,,,,,,,,,
518.62,0.0006740284882,,,,,,,,,,
518.64,0.0007557120423,,,,,,,,,,
518.66,0.0008307376423,,,,,,,,,,
518.68,0.0008980590042,,,,,,,,,,
518.7,0.0009575375571,,,,,,,,,,
518.72,0.001009856197,,,,,,,,,,
518.74,0.001056369183,,,,,,,,,,
518.76,0.001098868592,,,,,,,,,,
518.78,0.00113936355,,,,,,,,,,
518.8,0.001179828559,,,,,,,,,,
518.82,0.001222013896,,,,,,,,,,
518.84,0.001267213007,,,,,,,,,,
518.86,0.001316142682,,,,,,,,,,
518.88,0.001368862573,,,,,,,,,,
518.9,0.001424786416,,,,,,,,,,
518.92,0.001482722374,,,,,,,,,,
518.94,0.001540969961,,,,,,,,,,
518.96,0.001597471217,,,,,,,,,,
518.98,0.001649969776,,,,,,,,,,
519,0.001696207255,,,,,,,,,,
519.02,0.00173403829,,,,,,,,,,
519.04,0.001761577024,,,,,,,,,,
519.06,0.001777276351,,,,,,,,,,
519.08,0.001780024521,,,,,,,,,,
519.1,0.001769142708,,,,,,,,,,
519.12,0.001744398664,,,,,,,,,,
519.14,0.001705989919,,,,,,,,,,
519.16,0.001654537126,,,,,,,,,,
519.18,0.001591074089,,,,,,,,,,
519.2,0.001517017334,,,,,,,,,,
519.22,0.001434156965,,,,,,,,,,
519.24,0.001344625619,,,,,,,,,,
519.26,0.001250916598,,,,,,,,,,
519.28,0.001155799987,,,,,,,,,,
519.3,0.001062270675,,,,,,,,,,
519.32,0.0009734376404,,,,,,,,,,
519.34,0.0008924679569,,,,,,,,,,
519.36,0.0008224292068,,,,,,,,,,
519.38,0.0007661668579,,,,,,,,,,
519.4,0.0007261778651,,,,,,,,,,
519.42,0.0007045410817,,,,,,,,,,
519.44,0.0007028538097,,,,,,,,,,
519.46,0.0007221641098,,,,,,,,,,
519.48,0.0007629756445,,,,,,,,,,
519.5,0.0008252609521,,,,,,,,,,
519.52,0.0009085560584,,,,,,,,,,
519.54,0.001011921914,,,,,,,,,,
519.56,0.00113401042,,,,,,,,,,
519.58,0.001273065298,,,,,,,,,,
519.6,0.001427006572,,,,,,,,,,
519.62,0.001593342769,,,,,,,,,,
519.64,0.001769188521,,,,,,,,,,
519.66,0.001951260914,,,,,,,,,,
519.68,0.002135944093,,,,,,,,,,
519.7,0.002319313932,,,,,,,,,,
519.72,0.002497219395,,,,,,,,,,
519.74,0.002665434401,,,,,,,,,,
519.76,0.002819832978,,,,,,,,,,
519.78,0.002956609917,,,,,,,,,,
519.8,0.003072422611,,,,,,,,,,
519.82,0.003164603346,,,,,,,,,,
519.84,0.003231277814,,,,,,,,,,
519.86,0.00327151225,,,,,,,,,,
519.88,0.003285260606,,,,,,,,,,
519.9,0.003273337332,,,,,,,,,,
519.92,0.003237278491,,,,,,,,,,
519.94,0.003179195584,,,,,,,,,,
519.96,0.003101552423,,,,,,,,,,
519.98,0.003006938808,,,,,,,,,,
520,0.002897875764,,,,,,,,,,
520.02,0.002776653731,,,,,,,,,,
520.04,0.00264527554,,,,,,,,,,
520.06,0.00250539579,,,,,,,,,,
520.08,0.002358385143,,,,,,,,,,
520.1,0.002205392139,,,,,,,,,,
520.12,0.002047590906,,,,,,,,,,
520.14,0.001886279312,,,,,,,,,,
520.16,0.001723062361,,,,,,,,,,
520.18,0.00155994954,,,,,,,,,,
520.2,0.001399491397,,,,,,,,,,
520.22,0.001244764157,,,,,,,,,,
520.24,0.001099289346,,,,,,,,,,
520.26,0.0009668825544,,,,,,,,,,
520.28,0.0008514769188,,,,,,,,,,
520.3,0.0007569079212,,,,,,,,,,
520.32,0.0006866063773,,,,,,,,,,
520.34,0.0006433526681,,,,,,,,,,
520.36,0.0006290380132,,,,,,,,,,
520.38,0.0006445550853,,,,,,,,,,
520.4,0.0006896004052,,,,,,,,,,
520.42,0.000762657365,,,,,,,,,,
520.44,0.0008609995037,,,,,,,,,,
520.46,0.0009808719082,,,,,,,,,,
520.48,0.001117573666,,,,,,,,,,
520.5,0.001265699693,,,,,,,,,,
520.52,0.001419385618,,,,,,,,,,
520.54,0.001572624229,,,,,,,,,,
520.56,0.001719513046,,,,,,,,,,
520.58,0.001854523026,,,,,,,,,,
520.6,0.001972747692,,,,,,,,,,
520.62,0.002070118881,,,,,,,,,,
520.64,0.002143560323,,,,,,,,,,
520.66,0.002191064481,,,,,,,,,,
520.68,0.002211740664,,,,,,,,,,
520.7,0.002205781621,,,,,,,,,,
520.72,0.002174411999,,,,,,,,,,
520.74,0.002119732649,,,,,,,,,,
520.76,0.002044580708,,,,,,,,,,
520.78,0.001952336569,,,,,,,,,,
520.8,0.001846783282,,,,,,,,,,
520.82,0.001731909211,,,,,,,,,,
520.84,0.001611764346,,,,,,,,,,
520.86,0.001490319155,,,,,,,,,,
520.88,0.00137139335,,,,,,,,,,
520.9,0.001258581882,,,,,,,,,,
520.92,0.001155186113,,,,,,,,,,
520.94,0.001064170932,,,,,,,,,,
520.96,0.0009881405596,,,,,,,,,,
520.98,0.0009293427088,,,,,,,,,,
521,0.0008895869013,,,,,,,,,,
521.02,0.0008702206031,,,,,,,,,,
521.04,0.0008720730592,,,,,,,,,,
521.06,0.0008954986505,,,,,,,,,,
521.08,0.0009402659249,,,,,,,,,,
521.1,0.001005578796,,,,,,,,,,
521.12,0.001090061294,,,,,,,,,,
521.14,0.001191880789,,,,,,,,,,
521.16,0.001308720989,,,,,,,,,,
521.18,0.001437891838,,,,,,,,,,
521.2,0.001576419294,,,,,,,,,,
521.22,0.001721216931,,,,,,,,,,
521.24,0.001869154726,,,,,,,,,,
521.26,0.002017172204,,,,,,,,,,
521.28,0.002162385432,,,,,,,,,,
521.3,0.002302202936,,,,,,,,,,
521.32,0.002434381482,,,,,,,,,,
521.34,0.002557036335,,,,,,,,,,
521.36,0.002668678078,,,,,,,,,,
521.38,0.002768208648,,,,,,,,,,
521.4,0.002854937058,,,,,,,,,,
521.42,0.002928478125,,,,,,,,,,
521.44,0.002988743575,,,,,,,,,,
521.46,0.003035864612,,,,,,,,,,
521.48,0.003070239691,,,,,,,,,,
521.5,0.00309240058,,,,,,,,,,
521.52,0.003103031139,,,,,,,,,,
521.54,0.00310292637,,,,,,,,,,
521.56,0.003093063887,,,,,,,,,,
521.58,0.003074548021,,,,,,,,,,
521.6,0.003048627275,,,,,,,,,,
521.62,0.003016679905,,,,,,,,,,
521.64,0.002980248659,,,,,,,,,,
521.66,0.002940999089,,,,,,,,,,
521.68,0.002900641841,,,,,,,,,,
521.7,0.002860861467,,,,,,,,,,
521.72,0.002823233281,,,,,,,,,,
521.74,0.002789155865,,,,,,,,,,
521.76,0.002759671517,,,,,,,,,,
521.78,0.002735380598,,,,,,,,,,
521.8,0.002716326819,,,,,,,,,,
521.82,0.002702026874,,,,,,,,,,
521.84,0.002691352523,,,,,,,,,,
521.86,0.002682591656,,,,,,,,,,
521.88,0.002673475574,,,,,,,,,,
521.9,0.002661400296,,,,,,,,,,
521.92,0.002643486972,,,,,,,,,,
521.94,0.002616793881,,,,,,,,,,
521.96,0.002578481873,,,,,,,,,,
521.98,0.00252606588,,,,,,,,,,
522,0.0024575605,,,,,,,,,,
522.02,0.002371628613,,,,,,,,,,
522.04,0.002267678268,,,,,,,,,,
522.06,0.002145949993,,,,,,,,,,
522.08,0.002007544651,,,,,,,,,,
522.1,0.001854369999,,,,,,,,,,
522.12,0.001689060498,,,,,,,,,,
522.14,0.00151486296,,,,,,,,,,
522.16,0.001335534526,,,,,,,,,,
522.18,0.001155144803,,,,,,,,,,
522.2,0.0009779052055,,,,,,,,,,
522.22,0.0008079771309,,,,,,,,,,
522.24,0.0006493653112,,,,,,,,,,
522.26,0.000505713909,,,,,,,,,,
522.28,0.0003801804601,,,,,,,,,,
522.3,0.0002752934787,,,,,,,,,,
522.32,0.0001929456622,,,,,,,,,,
522.34,0.000134272519,,,,,,,,,,
522.36,9.964147105e-05,,,,,,,,,,
522.38,8.863205755e-05,,,,,,,,,,
522.4,0.0001001291524,,,,,,,,,,
522.42,0.0001323369075,,,,,,,,,,
522.44,0.0001828720322,,,,,,,,,,
522.46,0.0002488633817,,,,,,,,,,
522.48,0.0003271172035,,,,,,,,,,
522.5,0.0004142329236,,,,,,,,,,
522.52,0.0005067522922,,,,,,,,,,
522.54,0.0006013148998,,,,,,,,,,
522.56,0.0006948325968,,,,,,,,,,
522.58,0.0007846173662,,,,,,,,,,
522.6,0.0008684963896,,,,,,,,,,
522.62,0.0009449156289,,,,,,,,,,
522.64,0.001013017884,,,,,,,,,,
522.66,0.001072664023,,,,,,,,,,
522.68,0.001124395624,,,,,,,,,,
522.7,0.001169378869,,,,,,,,,,
522.72,0.001209297831,,,,,,,,,,
522.74,0.001246219356,,,,,,,,,,
522.76,0.001282379317,,,,,,,,,,
522.78,0.001320005251,,,,,,,,,,
522.8,0.001361109598,,,,,,,,,,
522.82,0.001407353958,,,,,,,,,,
522.84,0.001459840361,,,,,,,,,,
522.86,0.001519035371,,,,,,,,,,
522.88,0.001584700134,,,,,,,,,,
522.9,0.001655957191,,,,,,,,,,
522.92,0.001731284889,,,,,,,,,,
522.94,0.001808652889,,,,,,,,,,
522.96,0.001885650073,,,,,,,,,,
522.98,0.001959697178,,,,,,,,,,
523,0.002028164981,,,,,,,,,,
523.02,0.002088540268,,,,,,,,,,
