wavelength,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36
14403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381
14423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2311
14443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13141
14463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07042
14483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03422
14500,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000513,0.000799,3.6e-05,0.00124,0.000991,0.00239,0.00199,0.0016,0.00124,
14503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01713
14521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
14600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00119,0.00061,0.00149,0.00234,0.000671,0.00247,0.000225,0.00134,0.00103,0.00281
14700,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00112,0.000837,0.000733,0.00257,0.000945,0.000979,0.000127,0.00175,0.00203,0.0021
14800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000396,0.000998,6.55e-05,0.00113,0.000619,0.000391,0.00227,0.000791,0.000797,6.31e-05
14900,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000734,0.000384,0.000119,0.00053,0.000259,0.00184,0.00177,0.000385,0.00236,6.96e-05
15000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,0.000798,0.00103,0.00231,0.000796,3.34e-05,0.00194,0.00245,0.00104,0.0043
15100,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000767,7.28e-05,0.00155,2.79e-05,0.00118,0.00141,0.00249,0.0039,0.000406,0.00818
15200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000153,0.000759,0.000408,0.000445,0.00072,8.97e-06,0.000864,0.00214,0.000499,0.00113
15300,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000715,0.00101,0.000365,0.00291,0.000383,0.000924,0.000746,0.00269,0.00028,0.000293
15400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000219,0.000745,0.00102,0.00107,0.00159,0.000643,0.000838,0.00889,0.00669,0.00374
15500,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00101,0.00083,0.000667,0.00147,0.00147,0.00253,0.0025,0.000504,0.00403,0.00452
15600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000596,0.000519,0.00081,0.000192,0.00326,0.00113,0.000961,0.00359,0.00511,0.00206
15700,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000803,0.000365,0.00105,0.00719,0.00145,0.00505,0.000566,0.00145,0.00678,5.05e-05
15800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00104,0.00289,0.00209,6.88e-05,0.000537,0.00104,0.00144,0.00109,0.000925,0.00316
15900,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000964,0.00318,0.00187,0.00625,0.00234,0.00232,0.00268,0.000123,0.00105,0.00106
16000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00136,0.000462,0.00242,0.00958,0.00129,0.00161,0.00882,0.0022,0.014,0.00494
