wavelength,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36
4601.4,,,,,,,,,,,,,,,,,,,,,,,,,0.03342,,,,,,,,,,,
4606.4,,,,,,,,,,,,,,,,,,,,,,,,,0.01985,,,,,,,,,,,
4611.4,,,,,,,,,,,,,,,,,,,,,,,,,0.01297,,,,,,,,,,,
4614.8,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
4650,,,,,0.00055,2.84e-05,7.71e-06,,,,,,,,,,,,,3.14e-05,2.94e-05,8.8e-06,6.49e-06,0.000165,0.00296,0.000652,0.000138,7.55e-05,6.98e-05,0.000378,5.06e-05,0.000337,0.000106,0.000308,0.000367,3.55e-05
4700,,,,,0.000523,3.43e-05,1.29e-05,,,,,,,,,,,,,2.2e-05,8.24e-05,1.29e-05,4.67e-06,5.42e-05,0.000383,0.000426,6.28e-05,2.71e-05,0.000126,3.47e-05,8.52e-07,0.000479,0.000215,0.000442,0.000265,0.000364
4750,,,,,0.000634,7.11e-05,4.06e-05,,,,,,,,,,,,,3.16e-05,3.96e-05,8.13e-06,1.53e-05,2.95e-05,7.36e-05,0.000198,0.000153,6.32e-05,0.00016,7.81e-05,0.000326,0.00115,7.18e-05,0.000686,0.000676,0.000537
4800,,,,,0.000308,2.29e-05,1.75e-05,,,,,,,,,,,,,2.56e-05,2.22e-05,1.63e-05,6.06e-06,1.38e-05,2.94e-05,9.23e-05,0.00021,8.42e-05,0.000177,0.000257,0.00029,0.000495,0.000271,0.000141,0.000416,0.000465
4850,,,,,0.000495,4.24e-05,9.73e-06,,,,,,,,,,,,,1.71e-05,4.18e-05,6.43e-06,5.43e-06,1.03e-05,1.52e-05,0.000282,2.53e-05,0.000123,0.000178,0.00018,0.000301,0.000379,0.000339,0.000518,0.000205,0.000231
4900,,,,,0.000635,6.39e-05,2.01e-06,,,,,,,,,,,,,2.04e-05,4.86e-05,1.36e-05,1.2e-05,2.06e-05,8.56e-06,0.000232,0.00012,3.99e-05,0.000145,0.000113,4.9e-05,0.000301,0.000306,0.000475,0.000262,0.00028
4950,,,,,0.000476,6.32e-05,8.17e-06,,,,,,,,,,,,,1.02e-05,6.43e-06,1.17e-06,3.3e-06,5.75e-06,6.6e-06,0.00031,6.46e-05,0.000105,0.000342,9.58e-05,0.000104,0.000155,8.82e-05,7.55e-05,0.000182,0.00044
5000,,,,,0.000429,4.89e-05,9.92e-06,,,,,,,,,,,,,8.56e-06,4.69e-05,1.91e-06,5.57e-06,1.39e-05,2.76e-06,0.00013,4.19e-05,4.83e-05,0.000175,0.000471,0.000348,8.74e-05,0.000298,0.000743,0.000268,0.000186
5050,,,,,0.000573,9.42e-05,1.49e-05,,,,,,,,,,,,,4.91e-06,2.84e-05,5.39e-06,4.21e-06,5.4e-06,8.29e-07,0.000253,3.46e-06,0.00015,3.01e-06,0.000173,0.000203,0.000171,0.000275,0.000912,5.78e-05,0.000191
5100,,,,,0.000704,0.000139,1.92e-05,,,,,,,,,,,,,6.5e-06,5.96e-05,4.24e-06,8.05e-06,1.91e-06,3.24e-06,0.000304,0.000216,4.24e-07,0.000304,0.000366,0.000546,0.000135,2.66e-05,0.000407,2.34e-05,0.000589
5150,,,,,0.000862,0.000196,3.09e-06,,,,,,,,,,,,,6.81e-06,0.00018,8.4e-06,6.76e-06,6.09e-06,2.87e-06,0.000359,9.78e-05,1.68e-05,0.00024,8.3e-05,0.000361,0.000305,0.000419,0.000197,0.000152,0.00021
5200,,,,,0.00077,0.000269,3.07e-06,,,,,,,,,,,,,2.95e-06,0.000177,1.61e-06,1.53e-06,6.06e-06,4.27e-06,0.000477,0.000171,0.000367,0.000208,0.000935,0.000583,5.01e-05,0.000168,0.000667,0.000558,0.000681
5250,,,,,0.00171,0.00069,2.04e-06,,,,,,,,,,,,,1.12e-06,3.8e-05,5.78e-06,4.44e-06,5.19e-06,2.31e-06,0.00037,1.38e-05,4.84e-05,8.75e-05,0.00033,0.000678,0.000406,0.000139,0.000178,0.000176,0.0009
5300,,,,,0.00218,0.000937,1.32e-05,,,,,,,,,,,,,5.86e-07,7.77e-05,1.13e-07,5.15e-08,2.71e-06,5.92e-07,0.000369,0.000258,3.89e-05,0.000224,0.000276,9.51e-06,0.000301,5.04e-05,7.47e-05,0.000371,2.72e-05
5350,,,,,0.000998,0.000436,1.32e-13,,,,,,,,,,,,,2.85e-06,4.85e-05,2.07e-06,5.02e-06,3.37e-06,4.38e-06,0.000107,0.000137,7.44e-05,0.000145,0.000159,0.000594,2.99e-05,5.17e-05,9.35e-05,0.000444,0.000381
5400,,,,,0.000305,9.1e-05,4.97e-06,,,,,,,,,,,,,5.17e-06,1.52e-05,1.28e-06,1.7e-06,3.15e-06,4.31e-06,4.89e-05,0.000107,0.000194,0.000106,0.000128,0.000123,0.000101,0.000162,0.000171,9.31e-05,0.000131
5450,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,0.000132,0.000117,2.45e-05,,6.71e-06,5.06e-05,0.000149,1.21e-05,0.000197
5500,,,,,,,,,,,,,,,,,,,,,,,,,,,9.17e-06,7.43e-05,5.7e-05,2.82e-05,,0.000203,8.07e-06,0.000112,0.000131,0.000141
5550,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75e-05,3.83e-05,1.94e-05,9.6e-05,,9.8e-05,8.29e-05,0.000334,2.92e-05,9.88e-07
5600,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4e-05,2.75e-05,2.73e-05,0.000158,,1.64e-05,0.000125,1.47e-05,0.000144,0.000255
5650,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57e-05,2.05e-05,0.000148,0.00015,,0.000161,4.47e-05,0.00029,6.62e-05,0.000138
5700,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38e-05,3.55e-05,1.6e-05,8.18e-05,,3.14e-05,6.72e-05,0.000175,7.1e-05,3.11e-05
5750,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000123,4.57e-05,7.21e-05,0.000205,,0.000146,3.5e-06,0.000186,4.11e-05,4.01e-05
5800,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86e-05,3.1e-05,4.92e-05,0.000135,,,1.67e-05,2.7e-05,3.85e-05,0.000173
5850,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12e-05,2.13e-05,8.18e-06,8.79e-06,0.000157,,0.000119,5.17e-05,2.46e-06,0.000261
5900,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04e-05,9.38e-05,7.42e-05,0.000214,5.77e-05,,1.55e-05,1.25e-05,3.04e-05,0.000141
5950,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55e-05,8.79e-05,1.65e-05,0.000214,1.31e-05,,5.49e-05,4.04e-05,0.000208,5.25e-05
6000,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8e-05,1.93e-05,0.000105,0.000193,3.51e-05,,0.000161,8.14e-05,0.000106,7.01e-05
6050,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72e-05,5.53e-05,6.43e-05,7.37e-05,5.42e-05,,0.000136,0.000167,0.000194,0.00036
6100,,,,,,,,,,,,,,,,,,,,,,,,,,,9.73e-05,0.000133,8.6e-05,0.00026,6.83e-05,,0.000129,8.52e-05,0.000135,4.27e-05
6150,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06e-05,6.84e-06,4.39e-05,2.47e-06,9.95e-05,,3.44e-05,0.000207,0.000217,0.000298
6200,,,,,,,,,,,,,,,,,,,,,,,,,,,9.46e-05,9.77e-05,4.04e-05,0.00025,0.000133,,5.93e-05,0.000158,0.000147,3.24e-05
6250,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000102,1.01e-05,0.000121,4.44e-05,9.47e-05,,0.000264,0.000401,0.000189,0.000663
6300,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31e-05,3.34e-06,9.65e-05,3.62e-06,2.84e-05,0.000175,0.00012,0.000444,1.33e-05,0.00035
6350,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000158,6.45e-05,0.00018,7.55e-06,0.00019,0.000299,2.56e-05,0.000152,6.73e-05,0.000631
6400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000552,0.000172,0.000134,0.000315,0.000152,0.000158,,0.00073,0.000261,5.78e-05
6450,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00244,4e-05,0.000139,2.74e-05,8.58e-05,6.25e-05,,1.04e-05,0.000107,0.000102
6499.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,
6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21e-05,0.000132,0.000143,0.000103,9.96e-05,,0.0004,0.000389,5.69e-05
6510.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01392,,,,,,,,,
6525.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02081,,,,,,,,,
6540.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02793,,,,,,,,,
6550,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.53e-05,0.000123,0.000105,0.000708,0.000165,,0.00109,0.001,0.00015
6555.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03664,,,,,,,,,
6570.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05193,,,,,,,,,
6585.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07157,,,,,,,,,
6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000309,0.00025,0.000713,8.95e-05,7.42e-05,,0.00065,0.000673,4.87e-05
6600.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09801,,,,,,,,,
6615.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13004,,,,,,,,,
6630.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1726,,,,,,,,,
6645.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23149,,,,,,,,,
6650,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000295,0.000297,0.000899,4.6e-05,5.4e-05,,0.0009,0.000117,0.00143
6660.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2968,,,,,,,,,
6675.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37818,,,,,,,,,
6690.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47051,,,,,,,,,
6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000617,0.000595,0.0006,0.000134,7.1e-05,,,0.000623,0.000659
6705.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57061,,,,,,,,,
6720.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68878,,,,,,,,,
6735.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80374,,,,,,,,,
6750,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000652,0.000163,0.000422,0.000696,0.000713,0.000161,0.000493,0.000181,0.000644
6750.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90142,,,,,,,,,
6765.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96049,,,,,,,,,
6780.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98815,,,,,,,,,
6795.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00125,0.000169,0.000458,9.44e-05,5.11e-05,0.00013,0.000184,0.000445,0.000553
6810.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96949,,,,,,,,,
6825.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89222,,,,,,,,,
6840.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77261,,,,,,,,,
6850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00229,0.000126,0.000514,8.1e-05,0.00041,0.00013,0.000665,0.000452,0.000201
6855.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62199,,,,,,,,,
6870.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49542,,,,,,,,,
6885.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38158,,,,,,,,,
6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00448,0.000168,0.000247,0.00025,0.000385,0.000122,0.000185,2.05e-05,0.000189
6900.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28988,,,,,,,,,
6915.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2279,,,,,,,,,
6930.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17916,,,,,,,,,
6945.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14063,,,,,,,,,
6950,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00981,4.32e-05,0.000163,0.000502,0.000386,0.000222,0.000551,0.000764,0.000308
6960.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11393,,,,,,,,,
6975.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09058,,,,,,,,,
6990.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07382,,,,,,,,,
7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0235,7.53e-06,0.000615,0.000155,0.000379,0.000174,0.000109,0.000617,0.000308
7005.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06194,,,,,,,,,
7006.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,
7020.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01281,,,,,,,,
7020.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05235,,,,,,,,,
7035.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01751,,,,,,,,
7035.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04329,,,,,,,,,
7050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5e-05,7.73e-06,0.000312,0.000386,0.000181,0.000631,0.000724,0.000322
7050.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02376,,,,,,,,
7050.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03553,,,,,,,,,
7065.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03392,,,,,,,,
7065.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02931,,,,,,,,,
7080.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04864,,,,,,,,
7080.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02474,,,,,,,,,
7095.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07077,,,,,,,,
7095.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01933,,,,,,,,,
7100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09e-05,0.000199,5.48e-05,0.000362,0.000221,0.000151,0.000436,4.1e-06
7110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10364,,,,,,,,
7110.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01557,,,,,,,,,
7125.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15271,,,,,,,,
7125.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01123,,,,,,,,,
7134.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,
7140.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21895,,,,,,,,
7150,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0132,,4.95e-05,7.91e-05,0.000372,0.000849,0.000145,0.000253,0.000333,0.00022
7155.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30061,,,,,,,,
7170.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3936,,,,,,,,
7185.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49156,,,,,,,,
7200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00717,,0.000142,0.000268,0.000236,0.000271,0.000206,8.48e-05,6.67e-05,0.000198
7200.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58665,,,,,,,,
7215.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68608,,,,,,,,
7230.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77649,,,,,,,,
7245.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85634,,,,,,,,
7250,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00418,,0.000238,0.000395,0.000149,0.000179,4.43e-05,0.000123,0.000101,0.000146
7260.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91735,,,,,,,,
7275.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95944,,,,,,,,
7290.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98848,,,,,,,,
7300,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00316,,5.49e-05,0.000306,6.78e-05,5.93e-05,8.08e-05,0.000109,0.000571,0.000278
7305.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
7320.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99299,,,,,,,,
7335.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98113,,,,,,,,
7350,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00252,,1.27e-05,0.000461,0.000484,9.01e-06,0.000244,0.000365,0.000412,0.000561
7350.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96837,,,,,,,,
7365.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956,,,,,,,,
7380.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94812,,,,,,,,
7395.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9435,,,,,,,,
7400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00202,,7.15e-05,0.000386,0.000449,3.47e-05,6.26e-05,2.04e-05,0.000333,8.11e-05
7410.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93859,,,,,,,,
7425.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94074,,,,,,,,
7440.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93386,,,,,,,,
7450,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00162,,1.86e-05,0.000451,0.000193,0.000347,0.000213,3.64e-05,0.000184,0.000217
7455.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89446,,,,,,,,
7470.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8216,,,,,,,,
7485.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71666,,,,,,,,
7500,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00125,,0.000115,0.000372,4.53e-05,0.000175,0.000225,0.000264,0.000145,0.000595
7500.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5856,,,,,,,,
7515.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45783,,,,,,,,
7530.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34593,,,,,,,,
7545.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2619,,,,,,,,
7550,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000835,,4.91e-05,5.82e-05,0.000322,4.04e-05,0.000129,0.000621,0.000655,0.000219
7560.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19697,,,,,,,,
7575.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1482,,,,,,,,
7590.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11032,,,,,,,,
7600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000643,,0.000232,0.000226,7.66e-05,0.000171,0.000262,0.000385,0.000299,0.000285
7605.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07904,,,,,,,,
7620.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05667,,,,,,,,
7635.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04031,,,,,,,,
7650,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000435,,0.000238,6.85e-05,9.12e-06,3.77e-05,0.00014,1.91e-05,0.000674,0.000547
7650.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02748,,,,,,,,
7665.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01838,,,,,,,,
7680.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01205,,,,,,,,
7687.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,
7700,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000439,0.0157,0.000235,3.53e-05,0.000446,0.000652,4.98e-05,0.000253,0.000432,0.0005
7750,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000328,0.00714,0.000218,0.000189,0.000423,0.000262,0.000117,0.000537,9.98e-05,0.000286
7800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000384,0.00339,0.00051,0.000145,0.000278,0.000156,0.000226,6.49e-05,0.000472,4.49e-05
7850,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000451,0.00174,0.000737,1.87e-05,0.000186,0.000222,0.000105,0.00012,0.000115,0.000413
7900,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000437,0.00108,0.00112,0.000205,0.000374,3.14e-05,0.000192,0.000424,0.000143,0.000399
7950,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000421,0.000971,0.00157,3.9e-05,0.000426,0.000297,0.000187,1.12e-05,0.000842,0.000374
8000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000307,0.000668,0.00279,1.88e-05,1.91e-06,0.000282,1.32e-05,2.38e-05,0.000376,1.83e-05
8100,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000149,0.000423,0.0107,0.000282,8.91e-06,3.11e-05,0.000236,0.000112,0.000157,0.000501
8136.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,
8164.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01574,,,,,,,
8193.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02647,,,,,,,
8200,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99e-05,0.000317,,2.87e-05,1.36e-05,6.08e-05,5.76e-06,0.000128,1.53e-05,0.000109
8224.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04358,,,,,,,
8253.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07266,,,,,,,
8283.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12433,,,,,,,
8300,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83e-05,0.000182,,0.000215,3.02e-05,0.000101,0.000166,4.93e-05,9.85e-05,3.48e-05
8313.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21209,,,,,,,
8344.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34011,,,,,,,
8373.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49704,,,,,,,
8400,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26e-05,7.05e-05,,4.3e-06,7.24e-05,0.000115,5.1e-05,0.000151,0.000466,0.000297
8404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66476,,,,,,,
8434.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81432,,,,,,,
8464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92209,,,,,,,
8494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97177,,,,,,,
8500,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53e-05,0.000157,,0.000129,5.73e-05,7.91e-05,5.08e-05,6.2e-05,3.64e-05,0.000187
8524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95977,,,,,,,
8554.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93402,,,,,,,
8583.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92353,,,,,,,
8600,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9e-05,0.000131,,0.000222,4.99e-05,4.18e-05,4.82e-05,0.000296,3.73e-05,0.000324
8613.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95703,,,,,,,
8643.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
8674.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96441,,,,,,,
8700,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08e-05,0.000131,,0.000139,2.06e-05,7.91e-05,1.7e-05,3.84e-05,0.00038,0.000321
8703.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79211,,,,,,,
8734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55487,,,,,,,
8764.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34481,,,,,,,
8793.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19687,,,,,,,
8800,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83e-05,7.47e-05,,0.000266,7.92e-05,2.02e-05,8.38e-06,0.000239,6.9e-05,0.000109
8823.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10526,,,,,,,
8853.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05166,,,,,,,
8884.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02328,,,,,,,
8900,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52e-05,9.99e-05,,0.000461,0.000155,0.000496,5.83e-05,0.000229,5.8e-05,3.58e-05
8914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01062,,,,,,,
8917.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,
9000,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63e-05,1.54e-05,0.00727,0.00106,0.000134,0.000379,0.000279,0.000417,0.000465,0.000368
9100,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58e-05,7.52e-05,0.00238,0.00192,0.00018,6.72e-05,5.95e-05,0.00018,0.000378,6.33e-05
9200,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3e-05,0.00011,0.000787,0.00354,0.000167,7.11e-05,8.29e-05,0.000261,8.15e-05,0.000541
9300,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37e-05,7.27e-05,0.000434,0.0109,2.67e-05,0.000134,0.000223,0.000138,5.02e-05,0.000111
9315.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,
9339.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01369,,,,,,
9369.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02063,,,,,,
9399.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03047,,,,,,
9400,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15e-06,5.11e-05,0.000345,,0.00021,2.83e-05,3.74e-05,0.000117,0.000228,0.000125
9429.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04393,,,,,,
9459.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06418,,,,,,
9489.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09443,,,,,,
9500,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68e-05,2.72e-05,0.000232,,0.000114,0.000289,0.00015,2.32e-05,3.92e-05,6.75e-06
9519.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14925,,,,,,
9549.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24207,,,,,,
9579.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38996,,,,,,
9600,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76e-05,0.000108,0.000301,,0.000144,0.000124,0.000119,0.000115,0.000123,0.000195
9609.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5824,,,,,,
9639.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78808,,,,,,
