wavelength,Oa01,Oa02,Oa03,Oa04,Oa05,Oa06,Oa07,Oa08,Oa09,Oa10,Oa11,Oa12,Oa13,Oa14,Oa15,Oa16,Oa17,Oa18,Oa19,Oa20,Oa21
405.723053,,0.05000748858,,,,,,,,,,,,,,,,,,,
405.7344971,0.962030828,,,,,,,,,,,,,,,,,,,,
405.8161621,,0.0638108328,,,,,,,,,,,,,,,,,,,
405.8529358,0.9451435804,,,,,,,,,,,,,,,,,,,,
405.9094849,,0.08060003817,,,,,,,,,,,,,,,,,,,
405.971405,0.9232009649,,,,,,,,,,,,,,,,,,,,
406.0037537,,0.1007474065,,,,,,,,,,,,,,,,,,,
406.0898743,0.8952561617,,,,,,,,,,,,,,,,,,,,
406.0982666,,0.1245852262,,,,,,,,,,,,,,,,,,,
406.1911926,,0.1523713619,,,,,,,,,,,,,,,,,,,
406.2081909,0.8604396582,,,,,,,,,,,,,,,,,,,,
406.284668,,0.1842617542,,,,,,,,,,,,,,,,,,,
406.3263855,0.8182197809,,,,,,,,,,,,,,,,,,,,
406.3790894,,0.2202873528,,,,,,,,,,,,,,,,,,,
406.4445496,0.7685857415,,,,,,,,,,,,,,,,,,,,
406.4734497,,0.2603221536,,,,,,,,,,,,,,,,,,,
406.5626221,0.7120919824,,,,,,,,,,,,,,,,,,,,
406.5663757,,0.3040641248,,,,,,,,,,,,,,,,,,,
406.6599731,,0.35103333,,,,,,,,,,,,,,,,,,,
406.6806335,0.6498795152,,,,,,,,,,,,,,,,,,,,
406.754303,,0.4005723,,,,,,,,,,,,,,,,,,,
406.7987976,0.5835954547,,,,,,,,,,,,,,,,,,,,
406.8488159,,0.451880753,,,,,,,,,,,,,,,,,,,
406.9171143,0.5152471662,,,,,,,,,,,,,,,,,,,,
406.9415588,,0.5040442944,,,,,,,,,,,,,,,,,,,
407.0351257,,0.5560797453,,,,,,,,,,,,,,,,,,,
407.035553,0.4469691515,,,,,,,,,,,,,,,,,,,,
407.1295166,,0.6069915891,,,,,,,,,,,,,,,,,,,
407.1539612,0.3808107078,,,,,,,,,,,,,,,,,,,,
407.223938,,0.6558312774,,,,,,,,,,,,,,,,,,,
407.2724609,0.3185598552,,,,,,,,,,,,,,,,,,,,
407.316803,,0.7017660737,,,,,,,,,,,,,,,,,,,
407.3910828,0.2616274655,,,,,,,,,,,,,,,,,,,,
407.4104309,,0.7441250682,,,,,,,,,,,,,,,,,,,
407.5047302,,0.7824426889,,,,,,,,,,,,,,,,,,,
407.509552,0.2109683752,,,,,,,,,,,,,,,,,,,,
407.5991821,,0.8164813519,,,,,,,,,,,,,,,,,,,
407.6278687,0.1670672297,,,,,,,,,,,,,,,,,,,,
407.6919556,,0.8462105393,,,,,,,,,,,,,,,,,,,
407.7463379,0.1299721748,,,,,,,,,,,,,,,,,,,,
407.7856445,,0.8717822433,,,,,,,,,,,,,,,,,,,
407.8648376,0.09937737882,,,,,,,,,,,,,,,,,,,,
407.8800354,,0.8935067058,,,,,,,,,,,,,,,,,,,
407.9743042,,0.9117852449,,,,,,,,,,,,,,,,,,,
407.9833679,0.07471910864,,,,,,,,,,,,,,,,,,,,
408.0671692,,0.9270593524,,,,,,,,,,,,,,,,,,,
408.1017456,0.05527545884,,,,,,,,,,,,,,,,,,,,
408.1607971,,0.9397670627,,,,,,,,,,,,,,,,,,,
408.2201233,0.04025762528,,,,,,,,,,,,,,,,,,,,
408.255249,,0.950302124,,,,,,,,,,,,,,,,,,,
408.3384094,0.02888310887,,,,,,,,,,,,,,,,,,,,
408.3494263,,0.9589987993,,,,,,,,,,,,,,,,,,,
408.4424438,,0.96611619,,,,,,,,,,,,,,,,,,,
408.4567566,0.02042560279,,,,,,,,,,,,,,,,,,,,
408.5360718,,0.9718583226,,,,,,,,,,,,,,,,,,,
408.5748901,0.0142456498,,,,,,,,,,,,,,,,,,,,
408.6305542,,0.9763943553,,,,,,,,,,,,,,,,,,,
408.6928711,0.009803521447,,,,,,,,,,,,,,,,,,,,
408.7246399,,0.9798628092,,,,,,,,,,,,,,,,,,,
408.8109436,0.006659689359,,,,,,,,,,,,,,,,,,,,
408.817627,,0.9824063182,,,,,,,,,,,,,,,,,,,
408.9112854,,0.9841830134,,,,,,,,,,,,,,,,,,,
408.9291992,0.004467254039,,,,,,,,,,,,,,,,,,,,
409.0057983,,0.9853658676,,,,,,,,,,,,,,,,,,,
409.0473328,0.002959669102,,,,,,,,,,,,,,,,,,,,
409.0997314,,0.9861406088,,,,,,,,,,,,,,,,,,,
409.1655273,0.0019369449,,,,,,,,,,,,,,,,,,,,
409.1929016,,0.9866877198,,,,,,,,,,,,,,,,,,,
409.2840271,0.001252224087,,,,,,,,,,,,,,,,,,,,
409.286438,,0.9871655703,,,,,,,,,,,,,,,,,,,
409.381073,,0.9876958132,,,,,,,,,,,,,,,,,,,
409.4025879,0.0007996856584,,,,,,,,,,,,,,,,,,,,
409.4749451,,0.988337338,,,,,,,,,,,,,,,,,,,
409.5212097,0.0005044140271,,,,,,,,,,,,,,,,,,,,
409.5679932,,0.9891021848,,,,,,,,,,,,,,,,,,,
409.6396179,0.0003142091155,,,,,,,,,,,,,,,,,,,,
409.6617432,,0.9899469614,,,,,,,,,,,,,,,,,,,
409.7563171,,0.9907904863,,,,,,,,,,,,,,,,,,,
409.7580261,0.0001932569721,,,,,,,,,,,,,,,,,,,,
409.8500671,,0.9915415049,,,,,,,,,,,,,,,,,,,
409.8765259,0.0001173408964,,,,,,,,,,,,,,,,,,,,
409.9432373,,0.9921203256,,,,,,,,,,,,,,,,,,,
409.9949951,7.031866699e-05,,,,,,,,,,,,,,,,,,,,
410.0368958,,0.9924770594,,,,,,,,,,,,,,,,,,,
410.1134949,4.158263255e-05,,,,,,,,,,,,,,,,,,,,
410.1315002,,0.9926116467,,,,,,,,,,,,,,,,,,,
410.2251587,,0.992557466,,,,,,,,,,,,,,,,,,,
410.2320862,2.425984167e-05,,,,,,,,,,,,,,,,,,,,
410.3184509,,0.9923964739,,,,,,,,,,,,,,,,,,,
410.3504944,1.396114476e-05,,,,,,,,,,,,,,,,,,,,
410.4121399,,0.9922326207,,,,,,,,,,,,,,,,,,,
410.46875,7.923988051e-06,,,,,,,,,,,,,,,,,,,,
410.5068359,,0.9921654463,,,,,,,,,,,,,,,,,,,
410.5868225,4.435041774e-06,,,,,,,,,,,,,,,,,,,,
410.6003418,,0.9922733307,,,,,,,,,,,,,,,,,,,
410.693634,,0.992592454,,,,,,,,,,,,,,,,,,,
410.7050476,2.447558018e-06,,,,,,,,,,,,,,,,,,,,
410.787323,,0.9931128621,,,,,,,,,,,,,,,,,,,
410.8231506,1.331700787e-06,,,,,,,,,,,,,,,,,,,,
410.8820496,,0.9937824607,,,,,,,,,,,,,,,,,,,
410.9412842,7.143078733e-07,,,,,,,,,,,,,,,,,,,,
410.9754639,,0.9945101738,,,,,,,,,,,,,,,,,,,
411.0594788,3.776925439e-07,,,,,,,,,,,,,,,,,,,,
411.0688477,,0.9951950312,,,,,,,,,,,,,,,,,,,
411.1625671,,0.9957413077,,,,,,,,,,,,,,,,,,,
411.1776428,1.968516301e-07,,,,,,,,,,,,,,,,,,,,
411.2573242,,0.9960825443,,,,,,,,,,,,,,,,,,,
411.29599,1.011256998e-07,,,,,,,,,,,,,,,,,,,,
411.350647,,0.9962052703,,,,,,,,,,,,,,,,,,,
411.4440613,,0.9961295128,,,,,,,,,,,,,,,,,,,
411.5379333,,0.9959346652,,,,,,,,,,,,,,,,,,,
411.6325378,,0.995714426,,,,,,,,,,,,,,,,,,,
411.7257996,,0.9955672622,,,,,,,,,,,,,,,,,,,
411.8192444,,0.9955769777,,,,,,,,,,,,,,,,,,,
411.9130859,,0.9957900047,,,,,,,,,,,,,,,,,,,
412.0076904,,0.9962076545,,,,,,,,,,,,,,,,,,,
412.1010437,,0.9967740178,,,,,,,,,,,,,,,,,,,
412.194397,,0.9973816276,,,,,,,,,,,,,,,,,,,
412.2883911,,0.9978895783,,,,,,,,,,,,,,,,,,,
412.3828735,,0.9981973767,,,,,,,,,,,,,,,,,,,
412.4762268,,0.9982342124,,,,,,,,,,,,,,,,,,,
412.5696716,,0.9979569912,,,,,,,,,,,,,,,,,,,
412.6636963,,0.9973906279,,,,,,,,,,,,,,,,,,,
412.7581177,,0.9965925813,,,,,,,,,,,,,,,,,,,
412.8513794,,0.9956525564,,,,,,,,,,,,,,,,,,,
412.9448547,,0.9947085977,,,,,,,,,,,,,,,,,,,
413.0389099,,0.9938566685,,,,,,,,,,,,,,,,,,,
413.1332397,,0.9931480885,,,,,,,,,,,,,,,,,,,
413.2266235,,0.9925752878,,,,,,,,,,,,,,,,,,,
413.3200073,,0.9920939207,,,,,,,,,,,,,,,,,,,
413.4142151,,0.9916190505,,,,,,,,,,,,,,,,,,,
413.5084534,,0.9910444617,,,,,,,,,,,,,,,,,,,
413.6017761,,0.9902921915,,,,,,,,,,,,,,,,,,,
413.695282,,0.9892941117,,,,,,,,,,,,,,,,,,,
413.7894897,,0.9880132675,,,,,,,,,,,,,,,,,,,
413.8835449,,0.9864800572,,,,,,,,,,,,,,,,,,,
413.9770203,,0.9847654104,,,,,,,,,,,,,,,,,,,
414.0704651,,0.9829629064,,,,,,,,,,,,,,,,,,,
414.1647949,,0.9811723828,,,,,,,,,,,,,,,,,,,
414.2586975,,0.9794803262,,,,,,,,,,,,,,,,,,,
414.3522339,,0.9779257178,,,,,,,,,,,,,,,,,,,
414.4456787,,0.9765004516,,,,,,,,,,,,,,,,,,,
414.5400696,,0.9751336575,,,,,,,,,,,,,,,,,,,
414.6338501,,0.9737241864,,,,,,,,,,,,,,,,,,,
414.727478,,0.972111702,,,,,,,,,,,,,,,,,,,
414.8208313,,0.9701176882,,,,,,,,,,,,,,,,,,,
414.9152832,,0.9675552845,,,,,,,,,,,,,,,,,,,
415.0090637,,0.9642584324,,,,,,,,,,,,,,,,,,,
415.1026611,,0.9600696564,,,,,,,,,,,,,,,,,,,
415.1960144,,0.9548518658,,,,,,,,,,,,,,,,,,,
415.2906494,,0.9484676123,,,,,,,,,,,,,,,,,,,
415.3842163,,0.9407554865,,,,,,,,,,,,,,,,,,,
415.4779053,,0.9315193295,,,,,,,,,,,,,,,,,,,
415.5713196,,0.9205058813,,,,,,,,,,,,,,,,,,,
415.6658936,,0.9073944688,,,,,,,,,,,,,,,,,,,
415.7593384,,0.8918036222,,,,,,,,,,,,,,,,,,,
415.8529968,,0.873316884,,,,,,,,,,,,,,,,,,,
415.9464722,,0.8515151739,,,,,,,,,,,,,,,,,,,
416.0410767,,0.8260169029,,,,,,,,,,,,,,,,,,,
416.134552,,0.7965388298,,,,,,,,,,,,,,,,,,,
416.228241,,0.7629339695,,,,,,,,,,,,,,,,,,,
416.3217163,,0.7252393961,,,,,,,,,,,,,,,,,,,
416.4164124,,0.6836938262,,,,,,,,,,,,,,,,,,,
