wavelength,B1,B2,B3,B4,B5,B6,B7
527,0.0612,0.4299,,,,,
528,0.0554,0.4685,,,,,
529,0.052,0.5075,,,,,
530,0.0485,0.5372,,,,,
531,0.045,0.5606,,,,,
532,0.0415,0.5772,,,,,
533,0.038,0.5909,,,,,
534,0.0344,0.6046,,,,,
535,0.0309,0.6168,,,,,
536,0.0273,0.6326,,,,,
537,0.0237,0.6467,,,,,
538,0.0215,0.661,,,,,
539,0.0192,0.6754,,,,,
540,0.017,0.6899,,,,,
541,0.0147,0.7003,,,,,
542,0.0125,0.7107,,,,,
543,0.011,0.7213,,,,,
544,0.0098,0.7319,,,,,
545,0.0086,0.7426,,,,,
546,0.0073,0.7533,,,,,
547,0.0061,0.7642,,,,,
548,0.0059,0.7751,,,,,
549,0.0057,0.7861,,,,,
550,0.0055,0.7971,,,,,
551,0.0,0.8031,,,,,
552,0.0,0.8091,,,,,
553,,0.8152,,,,,
554,,0.8206,,,,,
555,,0.8261,,,,,
556,,0.8316,,,,,
557,,0.8371,,,,,
558,,0.8427,,,,,
559,,0.8482,,,,,
560,,0.8538,,,,,
561,,0.8593,,,,,
562,,0.865,,,,,
563,,0.8706,,,,,
564,,0.8731,,,,,
565,,0.8743,,,,,
566,,0.8754,,,,,
567,,0.8766,,,,,
568,,0.8777,,,,,
569,,0.8788,,,,,
570,,0.8799,,,,,
571,,0.8809,,,,,
572,,0.882,,,,,
573,,0.883,,,,,
574,,0.884,,,,,
575,,0.885,,,,,
576,,0.886,,,,,
577,,0.8869,,,,,
578,,0.8914,,,,,
579,,0.8958,,,,,
580,,0.9002,0.0021,,,,
581,,0.9047,,,,,
582,,0.9092,,,,,
583,,0.9136,,,,,
584,,0.9323,,,,,
585,,0.9444,,,,,
586,,0.9536,,,,,
587,,0.963,,,,,
588,,0.9715,,,,,
589,,0.9768,,,,,
590,,0.982,0.0023,,,,
591,,0.9875,,,,,
592,,0.9941,,,,,
593,,0.9986,,,,,
594,,1.0,,,,,
595,,0.9991,,,,,
596,,0.9984,,,,,
597,,0.9953,,,,,
598,,0.9799,,,,,
599,,0.9644,,,,,
600,,0.9488,0.0089,,,,
601,,0.9265,,,,,
602,,0.8941,,,,,
603,,0.8616,,,,,
604,,0.8288,,,,,
605,,0.7959,0.0231,,,,
606,,0.7466,,,,,
607,,0.6721,,,,,
608,,0.597,,,,,
609,,0.5215,,,,,
610,,0.4674,0.0415,,,,
611,,0.4131,0.0453,,,,
612,,0.3586,0.0616,,,,
613,,0.3038,0.0811,,,,
614,,0.2487,0.1007,,,,
615,,0.2057,0.1204,,,,
616,,0.181,0.1402,,,,
617,,0.1562,0.1602,,,,
618,,0.1313,0.1803,,,,
619,,0.1078,0.2402,,,,
620,,0.0973,0.3271,,,,
621,,0.0868,0.4145,,,,
622,,0.0763,0.4491,,,,
623,,0.0657,0.4706,,,,
624,,0.055,0.4921,,,,
625,,0.0518,0.5138,,,,
626,,0.0486,0.5354,,,,
627,,0.0454,0.5572,,,,
628,,0.0422,0.579,,,,
629,,0.039,0.601,,,,
630,,0.0357,0.6235,,,,
631,,,0.6504,,,,
632,,,0.6866,,,,
633,,,0.7366,,,,
634,,,0.7869,,,,
635,,0.0207,0.8027,,,,
636,,,0.8185,,,,
637,,,0.8345,,,,
638,,,0.8485,,,,
639,,,0.8598,,,,
640,,0.0114,0.8711,,,,
641,,,0.8826,,,,
642,,,0.8941,,,,
643,,,0.9056,,,,
644,,,0.9116,,,,
645,,0.0057,0.917,,,,
646,,,0.9224,,,,
647,,,0.9278,,,,
648,,,0.9332,,,,
649,,,0.9386,,,,
650,,0.0,0.9441,,,,
651,,,0.9433,,,,
652,,,0.9424,,,,
653,,,0.9415,,,,
654,,,0.9406,,,,
655,,,0.9397,,,,
656,,,0.9388,,,,
657,,,0.9379,,,,
658,,,0.937,,,,
659,,,0.936,,,,
660,,,0.9351,,,,
661,,,0.9372,,,,
662,,,0.9394,,,,
663,,,0.9429,,,,
664,,,0.9483,,,,
665,,,0.9537,,,,
666,,,0.9591,,,,
667,,,0.9646,,,,
668,,,0.97,,,,
669,,,0.9755,,,,
670,,,0.9793,,,,
671,,,0.9831,,,,
672,,,0.9869,,,,
673,,,0.9904,,,,
674,,,0.9969,,,,
675,,,0.9964,,,,
676,,,0.9982,,,,
677,,,1.0,,,,
678,,,0.9977,,,,
679,,,0.9957,,,,
680,,,0.9936,,,,
681,,,0.9725,,,,
682,,,0.9734,,,,
683,,,0.9742,,,,
684,,,0.9635,,,,
685,,,0.9451,,,,
686,,,0.9265,,,,
687,,,0.9078,,,,
688,,,0.871,,,,
689,,,0.822,,,,
690,,,0.7727,,,,
691,,,0.6869,,,,
692,,,0.594,,,,
693,,,0.5049,,,,
694,,,0.4333,,,,
695,,,0.3612,,,,
696,,,0.2888,,,,
697,,,0.2235,,,,
698,,,0.1879,,,,
699,,,0.1522,,,,
700,,,0.1162,,,,
701,,,0.1056,,,,
702,,,0.095,,,,
703,,,0.0844,,,,
704,,,0.0737,,,,
705,,,0.0629,,,,
710,,,0.045,,,,
715,,,0.03,,,,
720,,,0.0195,,,,
725,,,0.0121,,,,
730,,,0.0061,0.0024,,,
735,,,,0.0048,,,
740,,,0.0031,0.0072,,,
745,,,,0.0097,,,
750,,,,0.0195,,,
751,,,,0.0224,,,
752,,,,0.0254,,,
753,,,,0.0283,,,
754,,,,0.0313,,,
755,,,,0.0343,,,
756,,,,0.0422,,,
757,,,,0.0503,,,
758,,,,0.0583,,,
759,,,,0.0663,,,
760,,,,0.0744,,,
761,,,,0.0825,,,
762,,,,0.0905,,,
763,,,,0.0987,,,
764,,,,0.1207,,,
765,,,,0.1428,,,
766,,,,0.1649,,,
767,,,,0.1871,,,
768,,,,0.2158,,,
769,,,,0.2511,,,
770,,,,0.2864,,,
771,,,,0.3219,,,
772,,,,0.3573,,,
773,,,,0.3929,,,
774,,,,0.4285,,,
775,,,,0.4642,,,
776,,,,0.5,,,
777,,,,0.5436,,,
778,,,,0.5868,,,
779,,,,0.6301,,,
780,,,,0.6733,,,
781,,,,0.7166,,,
782,,,,0.7599,,,
783,,,,0.795,,,
784,,,,0.8218,,,
785,,,,0.8487,,,
786,,,,0.8756,,,
787,,,,0.9025,,,
788,,,,0.917,,,
789,,,,0.9315,,,
790,,,,0.946,,,
791,,,,0.9564,,,
792,,,,0.9629,,,
793,,,,0.9695,,,
794,,,,0.976,,,
795,,,,0.9826,,,
796,,,,0.9861,,,
797,,,,0.9896,,,
798,,,,0.993,,,
799,,,,0.9965,,,
800,,,,1.0,,,
801,,,,0.9973,,,
802,,,,0.9945,,,
803,,,,0.9918,,,
804,,,,0.9891,,,
805,,,,0.9863,,,
806,,,,0.9833,,,
807,,,,0.9803,,,
808,,,,0.9772,,,
809,,,,0.9742,,,
810,,,,0.9712,,,
811,,,,0.9682,,,
812,,,,0.9651,,,
813,,,,0.9621,,,
814,,,,0.9591,,,
815,,,,0.9561,,,
816,,,,0.953,,,
817,,,,0.95,,,
818,,,,0.9474,,,
819,,,,0.9447,,,
820,,,,0.942,,,
821,,,,0.9391,,,
822,,,,0.9362,,,
823,,,,0.9333,,,
824,,,,0.9304,,,
825,,,,0.9304,,,
826,,,,0.932,,,
827,,,,0.934,,,
828,,,,0.936,,,
829,,,,0.938,,,
830,,,,0.9399,,,
831,,,,0.9419,,,
832,,,,0.9439,,,
833,,,,0.9459,,,
834,,,,0.9479,,,
835,,,,0.9499,,,
836,,,,0.9519,,,
837,,,,0.9539,,,
838,,,,0.9558,,,
839,,,,0.9578,,,
840,,,,0.9598,,,
841,,,,0.9618,,,
842,,,,0.9638,,,
843,,,,0.9658,,,
844,,,,0.9677,,,
845,,,,0.9697,,,
846,,,,0.9717,,,
847,,,,0.9737,,,
848,,,,0.9756,,,
849,,,,0.9776,,,
850,,,,0.9796,,,
851,,,,0.9782,,,
852,,,,0.9768,,,
853,,,,0.9754,,,
854,,,,0.974,,,
855,,,,0.9726,,,
856,,,,0.9711,,,
857,,,,0.9697,,,
858,,,,0.9674,,,
859,,,,0.9651,,,
860,,,,0.9627,,,
861,,,,0.9604,,,
862,,,,0.9591,,,
863,,,,0.9589,,,
864,,,,0.9587,,,
865,,,,0.9599,,,
866,,,,0.961,,,
867,,,,0.9621,,,
868,,,,0.9632,,,
869,,,,0.9643,,,
870,,,,0.9655,,,
871,,,,0.9666,,,
872,,,,0.9677,,,
873,,,,0.9653,,,
874,,,,0.9626,,,
875,,,,0.9599,,,
876,,,,0.9549,,,
877,,,,0.9499,,,
878,,,,0.9449,,,
879,,,,0.94,,,
880,,,,0.935,,,
881,,,,0.929,,,
882,,,,0.9218,,,
883,,,,0.9147,,,
884,,,,0.9077,,,
885,,,,0.9006,,,
886,,,,0.8936,,,
887,,,,0.8866,,,
888,,,,0.8796,,,
889,,,,0.8726,,,
890,,,,0.8657,,,
891,,,,0.8648,,,
892,,,,0.864,,,
893,,,,0.8577,,,
894,,,,0.846,,,
895,,,,0.8344,,,
896,,,,0.8229,,,
897,,,,0.8114,,,
898,,,,0.8,,,
899,,,,0.7889,,,
900,,,,0.7786,,,
901,,,,0.7333,,,
902,,,,0.6882,,,
903,,,,0.6434,,,
904,,,,0.5785,,,
905,,,,0.509,,,
906,,,,0.44,,,
907,,,,0.3714,,,
908,,,,0.3211,,,
909,,,,0.2755,,,
910,,,,0.2303,,,
911,,,,0.1853,,,
912,,,,0.1557,,,
913,,,,0.1301,,,
914,,,,0.1047,,,
915,,,,0.084,,,
920,,,,0.0341,,,
925,,,,0.0167,,,
930,,,,0.0081,,,
935,,,,0.0059,,,
940,,,,0.0038,,,
945,,,,0.0015,,,
1503,,,,,0.0,,
1504,,,,,0.0002,,
1506,,,,,0.0002,,
1508,,,,,0.0004,,
1510,,,,,0.0006,,
1512,,,,,0.0008,,
1514,,,,,0.001,,
1515,,,,,0.0011,,
1517,,,,,0.0012,,
1519,,,,,0.0014,,
1521,,,,,0.0016,,
1523,,,,,0.0022,,
1525,,,,,0.0036,,
1526,,,,,0.0051,,
1528,,,,,0.0059,,
1530,,,,,0.0074,,
1532,,,,,0.009,,
1534,,,,,0.0116,,
1536,,,,,0.0146,,
1538,,,,,0.0176,,
1540,,,,,0.0207,,
1542,,,,,0.0238,,
1543,,,,,0.0327,,
1545,,,,,0.0378,,
1547,,,,,0.0479,,
1549,,,,,0.0667,,
1551,,,,,0.0873,,
1553,,,,,0.1138,,
1555,,,,,0.1513,,
1557,,,,,0.1893,,
1559,,,,,0.2278,,
1561,,,,,0.2669,,
1563,,,,,0.312,,
1565,,,,,0.368,,
1567,,,,,0.4248,,
1569,,,,,0.4826,,
1571,,,,,0.5412,,
1572,,,,,0.598,,
1574,,,,,0.6252,,
1576,,,,,0.6801,,
1578,,,,,0.7319,,
1580,,,,,0.7775,,
1582,,,,,0.8236,,
1584,,,,,0.8578,,
1586,,,,,0.8903,,
1588,,,,,0.9165,,
1590,,,,,0.9302,,
1592,,,,,0.9287,,
1594,,,,,0.9468,,
1596,,,,,0.9429,,
1598,,,,,0.9368,,
1600,,,,,0.9327,,
1602,,,,,0.9325,,
1604,,,,,0.929,,
1606,,,,,0.9284,,
1608,,,,,0.9282,,
1610,,,,,0.928,,
1613,,,,,0.9396,,
1615,,,,,0.9493,,
1617,,,,,0.955,,
1619,,,,,0.9606,,
1621,,,,,0.9662,,
1623,,,,,0.9719,,
1625,,,,,0.9775,,
1627,,,,,0.9831,,
1629,,,,,0.9877,,
1631,,,,,0.9888,,
1633,,,,,0.9871,,
1635,,,,,0.9848,,
1637,,,,,0.9825,,
1639,,,,,0.9802,,
1641,,,,,0.9778,,
1643,,,,,0.9758,,
1645,,,,,0.974,,
1647,,,,,0.9721,,
1649,,,,,0.9703,,
1651,,,,,0.9685,,
1653,,,,,0.9672,,
1656,,,,,0.9679,,
1658,,,,,0.9732,,
1660,,,,,0.9768,,
1662,,,,,0.9803,,
1664,,,,,0.9833,,
1666,,,,,0.9861,,
1668,,,,,0.9875,,
1670,,,,,0.9859,,
1672,,,,,0.9844,,
1674,,,,,0.9834,,
1676,,,,,0.9824,,
1678,,,,,0.9813,,
1680,,,,,0.9803,,
1682,,,,,0.9793,,
1684,,,,,0.9783,,
1687,,,,,0.9772,,
1689,,,,,0.9597,,
1691,,,,,0.9746,,
1693,,,,,0.9751,,
1695,,,,,0.9784,,
1697,,,,,0.9816,,
1699,,,,,0.9849,,
1701,,,,,0.9882,,
1703,,,,,0.9905,,
1705,,,,,0.9918,,
1707,,,,,0.9932,,
1709,,,,,0.9946,,
1711,,,,,0.9961,,
1714,,,,,0.9978,,
1716,,,,,0.9995,,
1718,,,,,0.9991,,
1720,,,,,0.9962,,
1722,,,,,0.9932,,
1724,,,,,0.9896,,
1725,,,,,0.9859,,
1726,,,,,0.974,,
1728,,,,,0.9821,,
1730,,,,,0.9784,,
1732,,,,,0.9746,,
1734,,,,,0.9709,,
1736,,,,,0.9671,,
1738,,,,,0.9634,,
1740,,,,,0.9597,,
1742,,,,,0.9559,,
1744,,,,,0.9541,,
1747,,,,,0.9526,,
1749,,,,,0.9504,,
1751,,,,,0.9489,,
1753,,,,,0.9505,,
1755,,,,,0.9572,,
1757,,,,,0.9638,,
1759,,,,,0.9635,,
1761,,,,,0.9614,,
1763,,,,,0.957,,
1765,,,,,0.9483,,
1767,,,,,0.9397,,
1769,,,,,0.9197,,
1771,,,,,0.8978,,
1773,,,,,0.8679,,
1775,,,,,0.8235,,
1777,,,,,0.779,,
1779,,,,,0.7234,,
1781,,,,,0.6658,,
1783,,,,,0.6072,,
1785,,,,,0.5466,,
1787,,,,,0.486,,
1789,,,,,0.4245,,
1791,,,,,0.3647,,
1793,,,,,0.3134,,
1795,,,,,0.2792,,
1797,,,,,0.245,,
1799,,,,,0.2108,,
1801,,,,,0.1767,,
1803,,,,,0.1488,,
1805,,,,,0.1327,,
1807,,,,,0.1167,,
1809,,,,,0.1007,,
1811,,,,,0.0847,,
1813,,,,,0.0723,,
1815,,,,,0.0661,,
1820,,,,,0.0599,,
1825,,,,,0.0446,,
1830,,,,,0.0333,,
1840,,,,,0.0224,,
1850,,,,,0.0164,,
1860,,,,,0.0109,,
1870,,,,,0.0073,,
1880,,,,,0.0037,,
1888,,,,,0.0,,
1889,,,,,0.0,,
1890,,,,,0.0001,,
2000,,,,,,,0.0094
2001,,,,,,,0.0099
2003,,,,,,,0.0109
2005,,,,,,,0.0118
2007,,,,,,,0.0128
2009,,,,,,,0.0138
2011,,,,,,,0.0148
2013,,,,,,,0.0158
2015,,,,,,,0.0168
2017,,,,,,,0.0178
2018,,,,,,,0.0183
2020,,,,,,,0.0193
2022,,,,,,,0.0225
2024,,,,,,,0.0258
2026,,,,,,,0.029
2028,,,,,,,0.0323
2030,,,,,,,0.0356
2032,,,,,,,0.0389
2034,,,,,,,0.0423
2035,,,,,,,0.0439
2037,,,,,,,0.0473
2039,,,,,,,0.0506
2041,,,,,,,0.054
2043,,,,,,,0.0574
2045,,,,,,,0.0608
2047,,,,,,,0.0642
2049,,,,,,,0.0676
2051,,,,,,,0.0723
2052,,,,,,,0.0753
2054,,,,,,,0.0813
2056,,,,,,,0.0874
2058,,,,,,,0.0934
2060,,,,,,,0.0995
2062,,,,,,,0.1095
2064,,,,,,,0.1196
2066,,,,,,,0.1297
2067,,,,,,,0.1348
2069,,,,,,,0.1449
2071,,,,,,,0.16
2073,,,,,,,0.1802
2075,,,,,,,0.2004
2077,,,,,,,0.2207
2079,,,,,,,0.241
2081,,,,,,,0.2654
2083,,,,,,,0.294
2085,,,,,,,0.3227
2086,,,,,,,0.3371
2088,,,,,,,0.3659
2090,,,,,,,0.3947
2092,,,,,,,0.4237
2094,,,,,,,0.4528
2096,,,,,,,0.4819
2099,,,,,,,0.5257
2100,,,,,,,0.5404
2102,,,,,,,0.571
2104,,,,,,,0.6018
2106,,,,,,,0.6327
2108,,,,,,,0.6637
2110,,,,,,,0.6948
2112,,,,,,,0.7261
2114,,,,,,,0.7576
2116,,,,,,,0.7891
2117,,,,,,,0.805
2119,,,,,,,0.8368
2121,,,,,,,0.8641
2123,,,,,,,0.8869
2125,,,,,,,0.9098
2127,,,,,,,0.9202
2129,,,,,,,0.9307
2131,,,,,,,0.9387
2133,,,,,,,0.9441
2135,,,,,,,0.9496
2136,,,,,,,0.9498
2138,,,,,,,0.9502
2140,,,,,,,0.9506
2142,,,,,,,0.95
2144,,,,,,,0.9494
2146,,,,,,,0.9464
2148,,,,,,,0.9411
2150,,,,,,,0.9357
2151,,,,,,,0.9373
2153,,,,,,,0.9405
2155,,,,,,,0.9437
2157,,,,,,,0.9447
2159,,,,,,,0.9458
2161,,,,,,,0.9466
2163,,,,,,,0.9473
2165,,,,,,,0.948
2166,,,,,,,0.9507
2168,,,,,,,0.9562
2170,,,,,,,0.9617
2172,,,,,,,0.9675
2174,,,,,,,0.9733
2176,,,,,,,0.9792
2178,,,,,,,0.985
2180,,,,,,,0.9909
2182,,,,,,,0.9964
2183,,,,,,,0.9968
2185,,,,,,,0.9975
2187,,,,,,,0.9982
2189,,,,,,,0.9989
2191,,,,,,,0.9996
2193,,,,,,,0.9994
2195,,,,,,,0.9983
2197,,,,,,,0.9972
2199,,,,,,,0.996
2201,,,,,,,0.9952
2203,,,,,,,0.9946
2205,,,,,,,0.994
2207,,,,,,,0.9934
2209,,,,,,,0.9928
2210,,,,,,,0.9925
2212,,,,,,,0.9919
2214,,,,,,,0.9913
2216,,,,,,,0.9907
2218,,,,,,,0.9901
2220,,,,,,,0.9895
2222,,,,,,,0.9886
2223,,,,,,,0.9882
2226,,,,,,,0.9811
2227,,,,,,,0.9749
2229,,,,,,,0.9625
2231,,,,,,,0.9548
2233,,,,,,,0.9519
2235,,,,,,,0.949
2237,,,,,,,0.946
2239,,,,,,,0.9431
2241,,,,,,,0.9397
2242,,,,,,,0.9377
2244,,,,,,,0.9339
2246,,,,,,,0.93
2248,,,,,,,0.9261
2250,,,,,,,0.9223
2252,,,,,,,0.9211
2254,,,,,,,0.9198
2256,,,,,,,0.9186
2258,,,,,,,0.9174
2259,,,,,,,0.9168
2261,,,,,,,0.9153
2263,,,,,,,0.9136
2265,,,,,,,0.9119
2267,,,,,,,0.9102
2269,,,,,,,0.9077
2271,,,,,,,0.9045
2273,,,,,,,0.9012
2274,,,,,,,0.8996
2276,,,,,,,0.8964
2278,,,,,,,0.8932
2280,,,,,,,0.89
2282,,,,,,,0.8764
2284,,,,,,,0.8627
2286,,,,,,,0.8492
2288,,,,,,,0.8357
2290,,,,,,,0.8222
2292,,,,,,,0.8092
2293,,,,,,,0.8027
2295,,,,,,,0.7896
2297,,,,,,,0.7767
2299,,,,,,,0.7637
2301,,,,,,,0.7514
2303,,,,,,,0.7396
2305,,,,,,,0.7278
2307,,,,,,,0.7279
2309,,,,,,,0.7407
2310,,,,,,,0.7471
2312,,,,,,,0.76
2314,,,,,,,0.7721
2316,,,,,,,0.7841
2318,,,,,,,0.7962
2320,,,,,,,0.8083
2322,,,,,,,0.83
2323,,,,,,,0.8408
2325,,,,,,,0.8572
2327,,,,,,,0.8683
2329,,,,,,,0.874
2331,,,,,,,0.8745
2333,,,,,,,0.8678
2335,,,,,,,0.854
2337,,,,,,,0.8188
2339,,,,,,,0.748
2340,,,,,,,0.6947
2342,,,,,,,0.6424
2344,,,,,,,0.5899
2346,,,,,,,0.5372
2348,,,,,,,0.4844
2350,,,,,,,0.4313
2352,,,,,,,0.3864
2354,,,,,,,0.3415
2355,,,,,,,0.3189
2357,,,,,,,0.2738
2359,,,,,,,0.2286
2361,,,,,,,0.193
2363,,,,,,,0.1672
2365,,,,,,,0.1413
2367,,,,,,,0.1153
2369,,,,,,,0.0893
2371,,,,,,,0.072
2373,,,,,,,0.0633
2374,,,,,,,0.059
2376,,,,,,,0.0503
2378,,,,,,,0.0416
2380,,,,,,,0.0329
2382,,,,,,,0.0285
2384,,,,,,,0.0241
2386,,,,,,,0.0197
2390,,,,,,,0.011
2395,,,,,,,0.0082
2400,,,,,,,0.0055
10000,,,,,,0.0094,
10020,,,,,,0.01,
10030,,,,,,0.0103,
10040,,,,,,0.0107,
10050,,,,,,0.011,
10060,,,,,,0.0113,
10070,,,,,,0.0116,
10080,,,,,,0.0119,
10090,,,,,,0.0122,
10100,,,,,,0.0126,
10120,,,,,,0.0159,
10130,,,,,,0.0177,
10140,,,,,,0.0194,
10150,,,,,,0.0212,
10160,,,,,,0.023,
10170,,,,,,0.0249,
10180,,,,,,0.0267,
10190,,,,,,0.0286,
10200,,,,,,0.0305,
10210,,,,,,0.0357,
10220,,,,,,0.0431,
10230,,,,,,0.0506,
10240,,,,,,0.0581,
10250,,,,,,0.0607,
10260,,,,,,0.0733,
10270,,,,,,0.0811,
10280,,,,,,0.0888,
10290,,,,,,0.0967,
10300,,,,,,0.1046,
10310,,,,,,0.1141,
10330,,,,,,0.178,
10340,,,,,,0.2103,
10350,,,,,,0.2428,
10360,,,,,,0.2755,
10370,,,,,,0.3085,
10380,,,,,,0.3417,
10390,,,,,,0.3752,
10400,,,,,,0.4095,
10410,,,,,,0.4438,
10420,,,,,,0.4815,
10430,,,,,,0.5262,
10440,,,,,,0.5713,
10450,,,,,,0.6168,
10460,,,,,,0.6629,
10470,,,,,,0.7093,
10480,,,,,,0.7365,
10490,,,,,,0.7588,
10500,,,,,,0.7812,
10510,,,,,,0.8047,
10520,,,,,,0.8228,
10530,,,,,,0.8307,
10540,,,,,,0.8398,
10590,,,,,,0.8425,
10640,,,,,,0.8516,
10700,,,,,,0.8647,
10750,,,,,,0.8875,
10800,,,,,,0.9202,
10850,,,,,,0.9512,
10900,,,,,,0.9711,
10950,,,,,,0.9876,
11000,,,,,,0.9988,
11050,,,,,,1.0,
11100,,,,,,0.9807,
11150,,,,,,0.9283,
11200,,,,,,0.8728,
11250,,,,,,0.8524,
11290,,,,,,0.841,
11340,,,,,,0.8197,
11390,,,,,,0.7971,
11440,,,,,,0.7875,
11490,,,,,,0.7683,
11540,,,,,,0.7223,
11590,,,,,,0.6799,
11630,,,,,,0.6306,
11680,,,,,,0.5711,
11730,,,,,,0.5124,
11780,,,,,,0.4536,
11820,,,,,,0.4133,
11870,,,,,,0.3659,
11920,,,,,,0.319,
11960,,,,,,0.2876,
12010,,,,,,0.2524,
12020,,,,,,0.2484,
12030,,,,,,0.2444,
12040,,,,,,0.2404,
12050,,,,,,0.2335,
12060,,,,,,0.2326,
12070,,,,,,0.2287,
12080,,,,,,0.2248,
12090,,,,,,0.221,
12100,,,,,,0.2172,
12110,,,,,,0.2126,
12120,,,,,,0.208,
12130,,,,,,0.2026,
12140,,,,,,0.1971,
12150,,,,,,0.1915,
12160,,,,,,0.1859,
12170,,,,,,0.1803,
12180,,,,,,0.1747,
12190,,,,,,0.169,
12200,,,,,,0.1629,
12210,,,,,,0.1591,
12220,,,,,,0.1554,
12230,,,,,,0.1517,
12240,,,,,,0.1479,
12250,,,,,,0.1442,
12260,,,,,,0.1405,
12270,,,,,,0.1368,
12280,,,,,,0.1313,
12290,,,,,,0.1256,
12300,,,,,,0.1201,
12310,,,,,,0.1156,
12320,,,,,,0.1107,
12330,,,,,,0.1059,
12340,,,,,,0.1013,
12350,,,,,,0.096,
12360,,,,,,0.0897,
12370,,,,,,0.0836,
12380,,,,,,0.0778,
12390,,,,,,0.0721,
12400,,,,,,0.0667,
12410,,,,,,0.0617,
12420,,,,,,0.057,
12430,,,,,,0.0522,
12440,,,,,,0.0475,
12450,,,,,,0.043,
12460,,,,,,0.0386,
12470,,,,,,0.0344,
12480,,,,,,0.0304,
12490,,,,,,0.0265,
12500,,,,,,0.0228,
12510,,,,,,0.0206,
12520,,,,,,0.0185,
12530,,,,,,0.0165,
12540,,,,,,0.0145,
12540,,,,,,0.0145,
12550,,,,,,0.0125,
12560,,,,,,0.0105,
12570,,,,,,0.0086,
12580,,,,,,0.0067,
12590,,,,,,0.0052,
12600,,,,,,0.0038,
12610,,,,,,0.0035,
12620,,,,,,0.0033,
12630,,,,,,0.0031,
12640,,,,,,0.0028,
12650,,,,,,0.0026,
12660,,,,,,0.0024,
12670,,,,,,0.0022,
12680,,,,,,0.002,
12690,,,,,,0.0018,
12700,,,,,,0.0016,
12710,,,,,,0.0015,
12720,,,,,,0.0014,
12730,,,,,,0.0013,
12740,,,,,,0.0012,
12750,,,,,,0.0011,
12760,,,,,,0.001,
12770,,,,,,0.0009,
12780,,,,,,0.0008,
12790,,,,,,0.0007,
12800,,,,,,0.0006,
