wavelength,B1,B2,B3,B4,B5,B6,B7
552,0.0,0.8483,0.0,0.0,0.0,0.0,0.0
553,0.0,0.8541,0.0,0.0,0.0,0.0,0.0
554,0.0,0.8594,0.0,0.0,0.0,0.0,0.0
555,0.0,0.8646,0.0,0.0,0.0,0.0,0.0
556,0.0,0.8695,0.0,0.0,0.0,0.0,0.0
557,0.0,0.8743,0.0,0.0,0.0,0.0,0.0
558,0.0,0.8792,0.0,0.0,0.0,0.0,0.0
559,0.0,0.8841,0.0,0.0,0.0,0.0,0.0
560,0.0,0.889,0.0,0.0,0.0,0.0,0.0
561,0.0,0.8937,0.0,0.0,0.0,0.0,0.0
562,0.0,0.8983,0.0,0.0,0.0,0.0,0.0
563,0.0,0.9029,0.0,0.0,0.0,0.0,0.0
564,0.0,0.9044,0.0,0.0,0.0,0.0,0.0
565,0.0,0.9044,0.0,0.0,0.0,0.0,0.0
566,0.0,0.905,0.0,0.0,0.0,0.0,0.0
567,0.0,0.9056,0.0,0.0,0.0,0.0,0.0
568,0.0,0.9063,0.0,0.0,0.0,0.0,0.0
569,0.0,0.9068,0.0,0.0,0.0,0.0,0.0
570,0.0,0.9074,0.0,0.0,0.0,0.0,0.0
571,0.0,0.9073,0.0,0.0,0.0,0.0,0.0
572,0.0,0.9072,0.0,0.0,0.0,0.0,0.0
573,0.0,0.907,0.0,0.0,0.0,0.0,0.0
574,0.0,0.9069,0.0,0.0,0.0,0.0,0.0
575,0.0,0.9067,0.0,0.0,0.0,0.0,0.0
576,0.0,0.9057,0.0,0.0,0.0,0.0,0.0
577,0.0,0.9047,0.0,0.0,0.0,0.0,0.0
578,0.0,0.9073,0.0,0.0,0.0,0.0,0.0
579,0.0,0.9098,0.0,0.0,0.0,0.0,0.0
580,0.0,0.9124,0.0018,0.0,0.0,0.0,0.0
581,0.0,0.9155,0.0,0.0,0.0,0.0,0.0
582,0.0,0.9186,0.0,0.0,0.0,0.0,0.0
583,0.0,0.9218,0.0,0.0,0.0,0.0,0.0
584,0.0,0.9392,0.0,0.0,0.0,0.0,0.0
585,0.0,0.95,0.0,0.0,0.0,0.0,0.0
586,0.0,0.9591,0.0,0.0,0.0,0.0,0.0
587,0.0,0.9683,0.0,0.0,0.0,0.0,0.0
588,0.0,0.9768,0.0,0.0,0.0,0.0,0.0
589,0.0,0.9819,0.0,0.0,0.0,0.0,0.0
590,0.0,0.9871,0.002,0.0,0.0,0.0,0.0
591,0.0,0.9913,0.0,0.0,0.0,0.0,0.0
592,0.0,0.9967,0.0,0.0,0.0,0.0,0.0
593,0.0,0.9999,0.0,0.0,0.0,0.0,0.0
594,0.0,1.0,0.0,0.0,0.0,0.0,0.0
595,0.0,0.9978,0.0,0.0,0.0,0.0,0.0
596,0.0,0.9961,0.0,0.0,0.0,0.0,0.0
597,0.0,0.992,0.0,0.0,0.0,0.0,0.0
598,0.0,0.9757,0.0,0.0,0.0,0.0,0.0
599,0.0,0.9592,0.0,0.0,0.0,0.0,0.0
600,0.0,0.9428,0.0079,0.0,0.0,0.0,0.0
601,0.0,0.9199,0.0,0.0,0.0,0.0,0.0
602,0.0,0.887,0.0,0.0,0.0,0.0,0.0
603,0.0,0.854,0.0,0.0,0.0,0.0,0.0
604,0.0,0.821,0.0,0.0,0.0,0.0,0.0
605,0.0,0.7878,0.0205,0.0,0.0,0.0,0.0
606,0.0,0.7387,0.0,0.0,0.0,0.0,0.0
607,0.0,0.6647,0.0,0.0,0.0,0.0,0.0
608,0.0,0.5901,0.0,0.0,0.0,0.0,0.0
609,0.0,0.5153,0.0,0.0,0.0,0.0,0.0
610,0.0,0.4616,0.0375,0.0,0.0,0.0,0.0
611,0.0,0.4083,0.0409,0.0,0.0,0.0,0.0
612,0.0,0.3547,0.0555,0.0,0.0,0.0,0.0
613,0.0,0.3007,0.073,0.0,0.0,0.0,0.0
614,0.0,0.2464,0.0906,0.0,0.0,0.0,0.0
615,0.0,0.2039,0.1082,0.0,0.0,0.0,0.0
616,0.0,0.1796,0.1262,0.0,0.0,0.0,0.0
617,0.0,0.1552,0.1444,0.0,0.0,0.0,0.0
618,0.0,0.1306,0.1626,0.0,0.0,0.0,0.0
619,0.0,0.1072,0.2169,0.0,0.0,0.0,0.0
620,0.0,0.0969,0.2958,0.0,0.0,0.0,0.0
621,0.0,0.0865,0.3759,0.0,0.0,0.0,0.0
622,0.0,0.076,0.4086,0.0,0.0,0.0,0.0
623,0.0,0.0655,0.4293,0.0,0.0,0.0,0.0
624,0.0,0.0549,0.4503,0.0,0.0,0.0,0.0
625,0.0,0.0517,0.4715,0.0,0.0,0.0,0.0
626,0.0,0.0485,0.4923,0.0,0.0,0.0,0.0
627,0.0,0.0454,0.5132,0.0,0.0,0.0,0.0
628,0.0,0.0422,0.5343,0.0,0.0,0.0,0.0
629,0.0,0.0389,0.5555,0.0,0.0,0.0,0.0
630,0.0,0.0357,0.5774,0.0,0.0,0.0,0.0
631,0.0,0.0,0.6031,0.0,0.0,0.0,0.0
632,0.0,0.0,0.6374,0.0,0.0,0.0,0.0
633,0.0,0.0,0.6848,0.0,0.0,0.0,0.0
634,0.0,0.0,0.7325,0.0,0.0,0.0,0.0
635,0.0,0.0207,0.7482,0.0,0.0,0.0,0.0
636,0.0,0.0,0.7642,0.0,0.0,0.0,0.0
637,0.0,0.0,0.7802,0.0,0.0,0.0,0.0
638,0.0,0.0,0.7947,0.0,0.0,0.0,0.0
639,0.0,0.0,0.8065,0.0,0.0,0.0,0.0
640,0.0,0.0115,0.8184,0.0,0.0,0.0,0.0
641,0.0,0.0,0.8304,0.0,0.0,0.0,0.0
642,0.0,0.0,0.8424,0.0,0.0,0.0,0.0
643,0.0,0.0,0.8545,0.0,0.0,0.0,0.0
644,0.0,0.0,0.8614,0.0,0.0,0.0,0.0
645,0.0,0.0058,0.8678,0.0,0.0,0.0,0.0
646,0.0,0.0,0.8743,0.0,0.0,0.0,0.0
647,0.0,0.0,0.8809,0.0,0.0,0.0,0.0
648,0.0,0.0,0.8875,0.0,0.0,0.0,0.0
649,0.0,0.0,0.8971,0.0,0.0,0.0,0.0
650,0.0,0.0,0.9008,0.0,0.0,0.0,0.0
651,0.0,0.0,0.9017,0.0,0.0,0.0,0.0
652,0.0,0.0,0.9026,0.0,0.0,0.0,0.0
653,0.0,0.0,0.9035,0.0,0.0,0.0,0.0
654,0.0,0.0,0.9044,0.0,0.0,0.0,0.0
655,0.0,0.0,0.9052,0.0,0.0,0.0,0.0
656,0.0,0.0,0.9055,0.0,0.0,0.0,0.0
657,0.0,0.0,0.9058,0.0,0.0,0.0,0.0
658,0.0,0.0,0.906,0.0,0.0,0.0,0.0
659,0.0,0.0,0.9062,0.0,0.0,0.0,0.0
660,0.0,0.0,0.9064,0.0,0.0,0.0,0.0
661,0.0,0.0,0.9104,0.0,0.0,0.0,0.0
662,0.0,0.0,0.9143,0.0,0.0,0.0,0.0
663,0.0,0.0,0.9195,0.0,0.0,0.0,0.0
664,0.0,0.0,0.9266,0.0,0.0,0.0,0.0
665,0.0,0.0,0.9338,0.0,0.0,0.0,0.0
666,0.0,0.0,0.9412,0.0,0.0,0.0,0.0
667,0.0,0.0,0.9488,0.0,0.0,0.0,0.0
668,0.0,0.0,0.9563,0.0,0.0,0.0,0.0
669,0.0,0.0,0.964,0.0,0.0,0.0,0.0
670,0.0,0.0,0.9699,0.0,0.0,0.0,0.0
671,0.0,0.0,0.9749,0.0,0.0,0.0,0.0
672,0.0,0.0,0.9799,0.0,0.0,0.0,0.0
673,0.0,0.0,0.9847,0.0,0.0,0.0,0.0
674,0.0,0.0,0.9895,0.0,0.0,0.0,0.0
675,0.0,0.0,0.9932,0.0,0.0,0.0,0.0
676,0.0,0.0,0.9966,0.0,0.0,0.0,0.0
677,0.0,0.0,1.0,0.0,0.0,0.0,0.0
678,0.0,0.0,0.9995,0.0,0.0,0.0,0.0
679,0.0,0.0,0.9989,0.0,0.0,0.0,0.0
680,0.0,0.0,0.9983,0.0,0.0,0.0,0.0
681,0.0,0.0,0.9784,0.0,0.0,0.0,0.0
682,0.0,0.0,0.9806,0.0,0.0,0.0,0.0
683,0.0,0.0,0.9827,0.0,0.0,0.0,0.0
684,0.0,0.0,0.9732,0.0,0.0,0.0,0.0
685,0.0,0.0,0.9558,0.0,0.0,0.0,0.0
686,0.0,0.0,0.9384,0.0,0.0,0.0,0.0
687,0.0,0.0,0.9209,0.0,0.0,0.0,0.0
688,0.0,0.0,0.885,0.0,0.0,0.0,0.0
689,0.0,0.0,0.8364,0.0,0.0,0.0,0.0
690,0.0,0.0,0.7874,0.0,0.0,0.0,0.0
691,0.0,0.0,0.7,0.0,0.0,0.0,0.0
692,0.0,0.0,0.6052,0.0,0.0,0.0,0.0
693,0.0,0.0,0.5144,0.0,0.0,0.0,0.0
694,0.0,0.0,0.4413,0.0,0.0,0.0,0.0
695,0.0,0.0,0.3678,0.0,0.0,0.0,0.0
696,0.0,0.0,0.2942,0.0,0.0,0.0,0.0
697,0.0,0.0,0.2277,0.0,0.0,0.0,0.0
698,0.0,0.0,0.1916,0.0,0.0,0.0,0.0
699,0.0,0.0,0.1552,0.0,0.0,0.0,0.0
700,0.0,0.0,0.1186,0.0,0.0,0.0,0.0
701,0.0,0.0,0.1079,0.0,0.0,0.0,0.0
702,0.0,0.0,0.0972,0.0,0.0,0.0,0.0
703,0.0,0.0,0.0864,0.0,0.0,0.0,0.0
704,0.0,0.0,0.0756,0.0,0.0,0.0,0.0
705,0.0,0.0,0.0646,0.0,0.0,0.0,0.0
710,0.0,0.0,0.0464,0.0,0.0,0.0,0.0
715,0.0,0.0,0.0309,0.0,0.0,0.0,0.0
720,0.0,0.0,0.02,0.0,0.0,0.0,0.0
725,0.0,0.0,0.0123,0.0,0.0,0.0,0.0
730,0.0,0.0,0.0062,0.0023,0.0,0.0,0.0
735,0.0,0.0,0.0,0.0046,0.0,0.0,0.0
740,0.0,0.0,0.0031,0.007,0.0,0.0,0.0
745,0.0,0.0,0.0,0.0093,0.0,0.0,0.0
750,0.0,0.0,0.0,0.0186,0.0,0.0,0.0
751,0.0,0.0,0.0,0.0214,0.0,0.0,0.0
752,0.0,0.0,0.0,0.0242,0.0,0.0,0.0
753,0.0,0.0,0.0,0.027,0.0,0.0,0.0
754,0.0,0.0,0.0,0.0298,0.0,0.0,0.0
755,0.0,0.0,0.0,0.0326,0.0,0.0,0.0
756,0.0,0.0,0.0,0.0402,0.0,0.0,0.0
757,0.0,0.0,0.0,0.0478,0.0,0.0,0.0
758,0.0,0.0,0.0,0.0554,0.0,0.0,0.0
759,0.0,0.0,0.0,0.063,0.0,0.0,0.0
760,0.0,0.0,0.0,0.0706,0.0,0.0,0.0
761,0.0,0.0,0.0,0.0784,0.0,0.0,0.0
762,0.0,0.0,0.0,0.0862,0.0,0.0,0.0
763,0.0,0.0,0.0,0.094,0.0,0.0,0.0
764,0.0,0.0,0.0,0.1152,0.0,0.0,0.0
765,0.0,0.0,0.0,0.1364,0.0,0.0,0.0
766,0.0,0.0,0.0,0.1577,0.0,0.0,0.0
767,0.0,0.0,0.0,0.1791,0.0,0.0,0.0
768,0.0,0.0,0.0,0.2069,0.0,0.0,0.0
769,0.0,0.0,0.0,0.2409,0.0,0.0,0.0
770,0.0,0.0,0.0,0.2752,0.0,0.0,0.0
771,0.0,0.0,0.0,0.3095,0.0,0.0,0.0
772,0.0,0.0,0.0,0.344,0.0,0.0,0.0
773,0.0,0.0,0.0,0.3786,0.0,0.0,0.0
774,0.0,0.0,0.0,0.4133,0.0,0.0,0.0
775,0.0,0.0,0.0,0.4482,0.0,0.0,0.0
776,0.0,0.0,0.0,0.4833,0.0,0.0,0.0
777,0.0,0.0,0.0,0.5259,0.0,0.0,0.0
778,0.0,0.0,0.0,0.5683,0.0,0.0,0.0
779,0.0,0.0,0.0,0.6108,0.0,0.0,0.0
780,0.0,0.0,0.0,0.6534,0.0,0.0,0.0
781,0.0,0.0,0.0,0.6963,0.0,0.0,0.0
782,0.0,0.0,0.0,0.7393,0.0,0.0,0.0
783,0.0,0.0,0.0,0.7745,0.0,0.0,0.0
784,0.0,0.0,0.0,0.8017,0.0,0.0,0.0
785,0.0,0.0,0.0,0.829,0.0,0.0,0.0
786,0.0,0.0,0.0,0.8564,0.0,0.0,0.0
787,0.0,0.0,0.0,0.8838,0.0,0.0,0.0
788,0.0,0.0,0.0,0.8992,0.0,0.0,0.0
789,0.0,0.0,0.0,0.9146,0.0,0.0,0.0
790,0.0,0.0,0.0,0.93,0.0,0.0,0.0
791,0.0,0.0,0.0,0.9418,0.0,0.0,0.0
792,0.0,0.0,0.0,0.9499,0.0,0.0,0.0
793,0.0,0.0,0.0,0.958,0.0,0.0,0.0
794,0.0,0.0,0.0,0.9661,0.0,0.0,0.0
795,0.0,0.0,0.0,0.9743,0.0,0.0,0.0
796,0.0,0.0,0.0,0.9794,0.0,0.0,0.0
797,0.0,0.0,0.0,0.9845,0.0,0.0,0.0
798,0.0,0.0,0.0,0.9897,0.0,0.0,0.0
799,0.0,0.0,0.0,0.9948,0.0,0.0,0.0
800,0.0,0.0,0.0,1.0,0.0,0.0,0.0
801,0.0,0.0,0.0,0.9982,0.0,0.0,0.0
802,0.0,0.0,0.0,0.9964,0.0,0.0,0.0
803,0.0,0.0,0.0,0.9946,0.0,0.0,0.0
804,0.0,0.0,0.0,0.9928,0.0,0.0,0.0
805,0.0,0.0,0.0,0.991,0.0,0.0,0.0
806,0.0,0.0,0.0,0.9889,0.0,0.0,0.0
807,0.0,0.0,0.0,0.9868,0.0,0.0,0.0
808,0.0,0.0,0.0,0.9846,0.0,0.0,0.0
809,0.0,0.0,0.0,0.9825,0.0,0.0,0.0
810,0.0,0.0,0.0,0.9804,0.0,0.0,0.0
811,0.0,0.0,0.0,0.9758,0.0,0.0,0.0
812,0.0,0.0,0.0,0.9712,0.0,0.0,0.0
813,0.0,0.0,0.0,0.9666,0.0,0.0,0.0
814,0.0,0.0,0.0,0.962,0.0,0.0,0.0
815,0.0,0.0,0.0,0.9574,0.0,0.0,0.0
816,0.0,0.0,0.0,0.9529,0.0,0.0,0.0
817,0.0,0.0,0.0,0.9483,0.0,0.0,0.0
818,0.0,0.0,0.0,0.9442,0.0,0.0,0.0
819,0.0,0.0,0.0,0.94,0.0,0.0,0.0
820,0.0,0.0,0.0,0.9359,0.0,0.0,0.0
821,0.0,0.0,0.0,0.9313,0.0,0.0,0.0
822,0.0,0.0,0.0,0.9268,0.0,0.0,0.0
823,0.0,0.0,0.0,0.9223,0.0,0.0,0.0
824,0.0,0.0,0.0,0.9178,0.0,0.0,0.0
825,0.0,0.0,0.0,0.9161,0.0,0.0,0.0
826,0.0,0.0,0.0,0.916,0.0,0.0,0.0
827,0.0,0.0,0.0,0.9164,0.0,0.0,0.0
828,0.0,0.0,0.0,0.9167,0.0,0.0,0.0
829,0.0,0.0,0.0,0.917,0.0,0.0,0.0
830,0.0,0.0,0.0,0.9173,0.0,0.0,0.0
831,0.0,0.0,0.0,0.9176,0.0,0.0,0.0
832,0.0,0.0,0.0,0.9178,0.0,0.0,0.0
833,0.0,0.0,0.0,0.9181,0.0,0.0,0.0
834,0.0,0.0,0.0,0.9183,0.0,0.0,0.0
835,0.0,0.0,0.0,0.9185,0.0,0.0,0.0
836,0.0,0.0,0.0,0.9188,0.0,0.0,0.0
837,0.0,0.0,0.0,0.919,0.0,0.0,0.0
838,0.0,0.0,0.0,0.9192,0.0,0.0,0.0
839,0.0,0.0,0.0,0.9194,0.0,0.0,0.0
840,0.0,0.0,0.0,0.9196,0.0,0.0,0.0
841,0.0,0.0,0.0,0.9202,0.0,0.0,0.0
842,0.0,0.0,0.0,0.9208,0.0,0.0,0.0
843,0.0,0.0,0.0,0.9214,0.0,0.0,0.0
844,0.0,0.0,0.0,0.922,0.0,0.0,0.0
845,0.0,0.0,0.0,0.9226,0.0,0.0,0.0
846,0.0,0.0,0.0,0.9232,0.0,0.0,0.0
847,0.0,0.0,0.0,0.9237,0.0,0.0,0.0
848,0.0,0.0,0.0,0.9243,0.0,0.0,0.0
849,0.0,0.0,0.0,0.9249,0.0,0.0,0.0
850,0.0,0.0,0.0,0.9254,0.0,0.0,0.0
851,0.0,0.0,0.0,0.9217,0.0,0.0,0.0
852,0.0,0.0,0.0,0.9179,0.0,0.0,0.0
853,0.0,0.0,0.0,0.9141,0.0,0.0,0.0
854,0.0,0.0,0.0,0.9104,0.0,0.0,0.0
855,0.0,0.0,0.0,0.9067,0.0,0.0,0.0
856,0.0,0.0,0.0,0.9029,0.0,0.0,0.0
857,0.0,0.0,0.0,0.8992,0.0,0.0,0.0
858,0.0,0.0,0.0,0.8947,0.0,0.0,0.0
859,0.0,0.0,0.0,0.8901,0.0,0.0,0.0
860,0.0,0.0,0.0,0.8856,0.0,0.0,0.0
861,0.0,0.0,0.0,0.8831,0.0,0.0,0.0
862,0.0,0.0,0.0,0.8815,0.0,0.0,0.0
863,0.0,0.0,0.0,0.881,0.0,0.0,0.0
864,0.0,0.0,0.0,0.8804,0.0,0.0,0.0
865,0.0,0.0,0.0,0.8811,0.0,0.0,0.0
866,0.0,0.0,0.0,0.8818,0.0,0.0,0.0
867,0.0,0.0,0.0,0.8824,0.0,0.0,0.0
868,0.0,0.0,0.0,0.8831,0.0,0.0,0.0
869,0.0,0.0,0.0,0.8838,0.0,0.0,0.0
870,0.0,0.0,0.0,0.8844,0.0,0.0,0.0
871,0.0,0.0,0.0,0.8858,0.0,0.0,0.0
872,0.0,0.0,0.0,0.8871,0.0,0.0,0.0
873,0.0,0.0,0.0,0.8853,0.0,0.0,0.0
874,0.0,0.0,0.0,0.8832,0.0,0.0,0.0
875,0.0,0.0,0.0,0.881,0.0,0.0,0.0
876,0.0,0.0,0.0,0.8768,0.0,0.0,0.0
877,0.0,0.0,0.0,0.8725,0.0,0.0,0.0
878,0.0,0.0,0.0,0.8683,0.0,0.0,0.0
879,0.0,0.0,0.0,0.8641,0.0,0.0,0.0
880,0.0,0.0,0.0,0.8599,0.0,0.0,0.0
881,0.0,0.0,0.0,0.853,0.0,0.0,0.0
882,0.0,0.0,0.0,0.8451,0.0,0.0,0.0
883,0.0,0.0,0.0,0.8372,0.0,0.0,0.0
884,0.0,0.0,0.0,0.8294,0.0,0.0,0.0
885,0.0,0.0,0.0,0.8217,0.0,0.0,0.0
886,0.0,0.0,0.0,0.8139,0.0,0.0,0.0
887,0.0,0.0,0.0,0.8063,0.0,0.0,0.0
888,0.0,0.0,0.0,0.7986,0.0,0.0,0.0
889,0.0,0.0,0.0,0.791,0.0,0.0,0.0
890,0.0,0.0,0.0,0.7835,0.0,0.0,0.0
891,0.0,0.0,0.0,0.7835,0.0,0.0,0.0
892,0.0,0.0,0.0,0.7836,0.0,0.0,0.0
